t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,u_aux,u_robust,u_fric,tail_activation,max_control_eff,current_from_u_raw,goal_current_raw,slew_boost,max_current_slew_eff_raw_s,present_current_raw,psi_hat_norm
0.425099,2.3860479745,2.3101750666,-0.3024235789,-0.4844698121,0.0773997389,0.1820462332,0.0111045182,0.3467117137,8.5537025280,0.1780412611,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0002707061,-0.0000000000,-0.0020227186,1.0000000000,0.0350197475,-7.3541469762,-1.060,1.000000,40.7674416119,-1,0.0974241127
0.433428,2.3828631131,2.3040391434,-0.2790348585,-0.5241587306,0.0804758823,0.2451238720,0.0117751506,0.4165598497,8.3817763103,0.1796364614,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0003645037,-0.0000000000,-0.0018771261,1.0000000000,0.0350197475,-7.3541469762,-0.720,1.000000,40.7674416119,-1,0.0974241127
0.441848,2.3798083868,2.2948352587,-0.2524650024,-0.5601569163,0.0867384907,0.3076919139,0.0124979713,0.4922781687,9.0861982847,0.1811867267,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0004575436,-0.0000000000,-0.0017087161,1.0000000000,0.0350197475,-7.3541469762,-0.380,1.000000,40.7674416119,-1,0.0974241127
0.450095,2.3770056799,2.2871653547,-0.2236903975,-0.5928075762,0.0917085881,0.3691171787,0.0132622096,0.5643276231,8.6459345256,0.1818824621,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0005488841,-0.0000000000,-0.0015229759,1.0000000000,0.0350197475,-7.3541469762,-0.040,1.000000,40.7674416119,-1,0.0974241127
0.458508,2.3743672387,2.2794954508,-0.1916515310,-0.6224220017,0.0968333821,0.4307704707,0.0140691544,0.6369544432,8.7152184162,0.1819833153,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0006405637,-0.0000000000,-0.0013124466,1.0000000000,0.0350197475,-7.3541469762,0.299,1.000000,40.7674416119,-2,0.0974241127
0.467064,2.3719416065,2.2764274892,-0.1564510638,-0.6492825369,0.0975603639,0.4928314731,0.0148821575,0.7012608922,7.7167738749,0.1808437991,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0007328495,-0.0000000000,-0.0010771844,1.0000000000,0.0350197475,-7.3541469762,0.639,1.000000,40.7674416119,-1,0.0974241127
0.475102,2.3699241136,2.2733595276,-0.1211410853,-0.6691852438,0.0986735569,0.5480441584,0.0157044371,0.7594951869,6.9881153716,0.1794404947,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0008149518,-0.0000000000,-0.0008377018,1.0000000000,0.0350197475,-7.3541469762,0.979,1.000000,40.7674416119,3,0.0974241127
0.483442,2.3681221343,2.2718255469,-0.0823969879,-0.6827771414,0.0984483939,0.6003801534,0.0165248404,0.8121929661,6.3237335050,0.1775717461,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0008927764,-0.0000000000,-0.0005717885,1.0000000000,0.0350197475,-7.3541469762,1.318,1.000000,40.7674416119,0,0.0974241127
0.491782,2.3666396862,2.2718255469,-0.0417262029,-0.6884150683,0.0969837140,0.6466888654,0.0173330380,0.8563897461,5.3036135989,0.1754815323,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0009616383,-0.0000000000,-0.0002902110,1.0000000000,0.0350197475,-7.3541469762,1.658,1.000000,40.7674416119,0,0.0974241127
0.500125,2.3654974927,2.2718255469,0.0006464098,-0.6823786498,0.0958224965,0.6830250596,0.0181315588,0.8912071431,4.1780876342,0.1736648437,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0010156709,-0.0000000000,0.0000044994,1.0000000000,0.0350197475,-7.3541469762,1.998,1.000000,40.7674416119,1,0.0974241127
