t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,u_aux,u_robust,u_fric,tail_activation,max_control_eff,current_from_u_raw,goal_current_raw,slew_boost,max_current_slew_eff_raw_s,present_current_raw,psi_hat_norm
0.441762,2.5747660749,2.1030876602,-1.3242643808,-0.8945940957,0.4755738299,-0.4296702851,0.0850802385,0.6033313018,-70.7338713922,0.0048497617,0.5056378885,0.9049227825,0.0570050793,-0.0421583111,0.0215989044,0.0000000000,-0.0148742680,1.0000000000,0.1873039290,-8.8532453378,20.754,1.000000,167.6459008032,20,0.0583547447
0.450096,2.5644351675,2.1199614489,-1.7450726616,-0.7750176710,0.4478484510,-0.9700549907,0.0888123089,0.0113660405,-71.0358313508,0.0022840060,0.5058633317,0.9049117139,-0.0013282324,0.0315455440,0.0487632626,0.0000000000,-0.0163111639,1.0000000000,0.1873039290,6.6245642489,19.357,1.000000,167.6459008032,19,0.0574273562
0.458434,2.5504339818,2.1383692183,-2.1369516046,-0.6483103817,0.4148877623,-1.4886412228,0.0922697070,-0.5695143271,-69.7056441073,0.0006658188,0.5058580843,0.9053222737,0.0492671751,0.1028134729,0.0748318432,0.0000000000,-0.0169761359,1.0000000000,0.1873039290,21.5908293024,17.960,1.000000,167.6459008032,18,0.0567824927
0.467384,2.5315990144,2.1583109686,-2.5121354890,-0.5150005263,0.3755305611,-1.9971349627,0.0953991283,-1.1533845020,-70.0644209938,0.0001304813,0.5060525505,0.9070348866,0.2055135474,0.1738687101,0.1003930887,0.0000000000,-0.0172957077,1.0000000000,0.1873039290,36.5124291155,16.563,1.000000,167.6459008032,17,0.0560997019
0.475098,2.5125132181,2.1782527188,-2.7879104030,-0.3791305568,0.3359113831,-2.4087798463,0.0953991283,-1.6440397013,-58.8786239135,0.0000254487,0.5068598890,0.9070348866,0.0000000000,0.1873039290,0.1210858822,0.0000000000,-0.0174240967,1.0000000000,0.1873039290,39.3338250913,15.166,1.000000,167.6459008032,17,0.0560997019
0.483417,2.4893862662,2.1981944690,-3.0266332108,-0.2391134953,0.2922329916,-2.7875197154,0.0953991283,-2.1098849493,-55.9014297569,0.0000041638,0.5068598890,0.9070348866,0.0000000000,0.1873039290,0.1401245881,0.0000000000,-0.0174930495,1.0000000000,0.1873039290,39.3338250913,13.769,1.000000,167.6459008032,15,0.0560997019
0.491755,2.4640657068,2.2196702001,-3.1966216076,-0.0934799374,0.2448025552,-3.1031416703,0.0953991283,-2.5200947764,-49.2251792532,0.0000007105,0.5068598890,0.9070348866,0.0000000000,0.1873039290,0.1559904477,0.0000000000,-0.0175265380,1.0000000000,0.1873039290,39.3338250913,12.372,1.000000,167.6459008032,14,0.0560997019
0.500103,2.4371567375,2.2411459311,-3.2898619377,0.0538007192,0.1957765368,-3.3436626569,0.0953991283,-2.8583856155,-40.5949006928,0.0000001500,0.5068598890,0.9070348866,0.0000000000,0.1873039290,0.1680810901,0.0000000000,-0.0175408827,1.0000000000,0.1873039290,39.3338250913,10.975,1.000000,167.6459008032,12,0.0560997019
0.508418,2.4099183940,2.2656896237,-3.2485418273,0.2026064472,0.1433465420,-3.4511482745,0.0953991283,-3.0704294458,-25.4452596457,0.0000000595,0.5068598890,0.9070348866,0.0000000000,0.1873039290,0.1734842368,0.0000000000,-0.0175348312,1.0000000000,0.1873039290,39.3338250913,9.578,1.000000,167.6459008032,10,0.0560997019
0.516775,2.3832228139,2.2871653547,-3.1267669593,0.3546009067,0.0945133871,-3.4813678659,0.0953991283,-3.1980342730,-15.3125792544,0.0000000369,0.5068598890,0.9070348866,0.0000000000,0.1873039290,0.1750033320,0.0000000000,-0.0175140404,1.0000000000,0.1873039290,39.3338250913,8.181,1.000000,167.6459008032,8,0.0560997019
