t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,u_aux,u_robust,u_fric,tail_activation,max_control_eff,current_from_u_raw,goal_current_raw,slew_boost,max_current_slew_eff_raw_s,present_current_raw,psi_hat_norm
1.833439,2.4696119214,2.4420974143,0.0140515583,0.0000000000,0.0275145070,0.0140515583,0.0181930838,0.1045591745,0.1134366675,0.0481725242,0.4966836374,0.8863982992,0.0019876278,-0.0093454700,-0.0008521298,-0.0000000000,0.0000986287,0.0027492927,0.0615854214,-1.9625487043,1.833,1.000000,10.1211443054,2,0.0345464385
1.875159,2.4708699309,2.4420974143,0.0142477408,0.0000000000,0.0287725165,0.0142477408,0.0193919386,0.1094067140,0.1163409489,0.0533349774,0.4967260479,0.8864915490,0.0022379932,-0.0100696727,-0.0008640269,-0.0000000000,0.0001000056,0.0101717800,0.0615854214,-2.1146312725,1.985,1.000000,10.1211443054,0,0.0381716214
1.916805,2.4721468693,2.4420974143,0.0144355925,0.0000000000,0.0300494550,0.0144355925,0.0206439992,0.1143650815,0.1190008186,0.0589345806,0.4967737843,0.8865964941,0.0025186832,-0.0108586499,-0.0008754188,-0.0000000000,0.0001013240,0.0221989902,0.0615854214,-2.2803164723,2.151,1.000000,10.1211443054,3,0.0420953886
1.958550,2.4734476753,2.4420974143,0.0146157558,0.0000000000,0.0313502609,0.0146157558,0.0219502601,0.1194479892,0.1219897848,0.0649945558,0.4968274872,0.8867145776,0.0028340047,-0.0117194508,-0.0008863444,-0.0000000000,0.0001025884,0.0387956379,0.0615854214,-2.4610846597,2.331,1.000000,10.1211443054,1,0.0463352236
2.000113,2.4747629934,2.4420974143,0.0147868938,0.0000000000,0.0326655791,0.0147868938,0.0233113259,0.1246328208,0.1244359596,0.0715413587,0.4968878873,0.8868473721,0.0031870671,-0.0126560009,-0.0008967228,-0.0000000000,0.0001037896,0.0597134330,0.0615854214,-2.6577601927,2.528,1.000000,10.1211443054,2,0.0509059520
2.041774,2.4761012211,2.4436313951,0.0149500577,0.0000000000,0.0324698260,0.0149500577,0.0246642353,0.1262247047,0.0382052137,0.0784496839,0.4969557790,0.8869881666,0.0033790694,-0.0132497930,-0.0009066175,-0.0000000000,0.0001049347,0.0563496807,0.0615854214,-2.7824565290,2.653,1.000000,10.1211443054,1,0.0552751446
2.083447,2.4774591487,2.4451653759,0.0151047384,0.0000000000,0.0322937728,0.0151047384,0.0260098092,0.1278444372,0.0388735791,0.0850217757,0.4970277226,0.8871370734,0.0035737627,-0.0138368022,-0.0009159979,-0.0000000000,0.0001060203,0.0533978191,0.0615854214,-2.9057284630,2.776,1.000000,10.1211443054,2,0.0594668353
2.125133,2.4788363758,2.4466993567,0.0152508051,0.0033187833,0.0321183789,0.0119320218,0.0273480750,0.1261281135,-0.0411917701,0.0912203133,0.4971037687,0.8872861175,0.0035770588,-0.0140276366,-0.0007235945,-0.0000000000,0.0001070455,0.0505269231,0.0615854214,-2.9458036827,2.816,1.000000,10.1211443054,2,0.0630160344
2.166802,2.4802314104,2.4482333375,0.0153880250,0.0061782695,0.0319633722,0.0092097555,0.0286798822,0.1249014236,-0.0294405574,0.0964122526,0.4971798408,0.8874356515,0.0035888142,-0.0142043812,-0.0005585079,-0.0000000000,0.0001080085,0.0480484389,0.0615854214,-2.9829200463,2.853,1.000000,10.1211443054,3,0.0660536494
2.208441,2.4816432690,2.4513012990,0.0155162431,0.0119608055,0.0302747911,0.0035554377,0.0299413318,0.1170175190,-0.1892137090,0.1005278647,0.4972561185,0.8875692519,0.0032064093,-0.0135217989,-0.0002156127,-0.0000000000,0.0001089084,0.0247687602,0.0615854214,-2.8395777736,2.710,1.000000,10.1211443054,4,0.0677195912
2.250145,2.4830747058,2.4559032414,0.0156356194,0.0202618610,0.0270576619,-0.0046262416,0.0310687344,0.1028039254,-0.3411262471,0.1022524473,0.4973242310,0.8876731271,0.0024930064,-0.0119500846,0.0002805495,0.0000000000,0.0001097462,0.0011976723,0.0615854214,-2.5095177620,2.380,1.000000,10.1211443054,3,0.0674631902
2.291774,2.4845204074,2.4605051838,0.0157456371,0.0340516734,0.0238239695,-0.0183060363,0.0320613998,0.0828646537,-0.4785425205,0.1009024958,0.4973771643,0.8877402296,0.0016104605,-0.0095559227,0.0011101344,0.0000000000,0.0001105183,0.0000000000,0.0615854214,-2.0067437688,1.958,1.000000,10.1211443054,1,0.0651633993
2.333548,2.4859875298,2.4635731453,0.0158467358,0.0426142860,0.0221750377,-0.0267675502,0.0329853597,0.0717954368,-0.2656612058,0.0968632460,0.4974113474,0.8877897347,0.0011881204,-0.0081202782,0.0016232667,0.0000000000,0.0001112279,0.0000000000,0.0615854214,-1.7052584177,1.576,1.000000,10.1211443054,1,0.0621217719
2.375156,2.4874645995,2.4651071261,0.0159380543,0.0433543246,0.0221139702,-0.0274162703,0.0339067751,0.0722906355,0.0118847694,0.0921609468,0.4974365604,0.8878389010,0.0011799928,-0.0080077383,0.0016626071,0.0000000000,0.0001118688,0.0000000000,0.0615854214,-1.6816250495,1.552,1.000000,10.1211443054,2,0.0593850414
2.416770,2.4889570854,2.4651071261,0.0160199119,0.0373543803,0.0236401553,-0.0213344684,0.0348917816,0.0833590030,0.2656408188,0.0882705695,0.4974615960,0.8879031492,0.0015419573,-0.0090894965,0.0012937879,0.0000000000,0.0001124433,0.0000000000,0.0615854214,-1.9087942659,1.779,1.000000,10.1211443054,2,0.0578286570
2.458473,2.4904675189,2.4651071261,0.0160923323,0.0321847876,0.0251796242,-0.0160924553,0.0359409326,0.0937086851,0.2483923703,0.0860965011,0.4974943040,0.8879835462,0.0019295281,-0.0101308082,0.0009758960,0.0000000000,0.0001129515,0.0000000000,0.0615854214,-2.1274697236,1.998,1.000000,10.1211443054,1,0.0574086572
2.500102,2.4919894192,2.4651071261,0.0161549190,0.0277306314,0.0267265417,-0.0115757124,0.0370545385,0.1034408340,0.2335715736,0.0855873547,0.4975352217,0.8880812827,0.0023456757,-0.0111686371,0.0007019868,0.0000000000,0.0001133908,0.0004668616,0.0615854214,-2.3454137963,2.216,1.000000,10.1211443054,2,0.0580718062
2.541767,2.4935262807,2.4651071261,0.0162077490,0.0238929002,0.0282849581,-0.0076851512,0.0382330784,0.1126647871,0.2213748755,0.0866744292,0.4975849469,0.8881978019,0.0027964599,-0.0122336768,0.0004660512,0.0000000000,0.0001137615,0.0067577355,0.0615854214,-2.5690721203,2.439,1.000000,10.1211443054,3,0.0597630821
2.583481,2.4950780245,2.4651071261,0.0162507061,0.0205862850,0.0298552738,-0.0043355788,0.0394770481,0.1214673776,0.2112621709,0.0892832822,0.4976442032,0.8883348436,0.0032890018,-0.0133554884,0.0002629229,0.0000000000,0.0001140630,0.0200900515,0.0615854214,-2.8046525664,2.675,1.000000,10.1211443054,1,0.0624282496
2.625127,2.4966397352,2.4651071261,0.0162835795,0.0177372828,0.0314329861,-0.0014537034,0.0407867559,0.1299116796,0.2026632489,0.0933381896,0.4977138617,0.8884944532,0.0038306290,-0.0145579754,0.0000881570,0.0000000000,0.0001142937,0.0399920715,0.0615854214,-3.0571748303,2.928,1.000000,10.1211443054,2,0.0660144461
2.666795,2.4982141926,2.4651071261,0.0163063617,0.0152825633,0.0330212307,0.0010237985,0.0421626405,0.1380690456,0.1957767830,0.0987638138,0.4977949443,0.8886790459,0.0044302242,-0.0158624029,-0.0000620863,-0.0000000000,0.0001144536,0.0660412258,0.0615854214,-3.3311046074,3.201,1.000000,10.1211443054,2,0.0704741281
2.708435,2.4997989254,2.4651071261,0.0163189362,0.0131675602,0.0346178426,0.0031513759,0.0436050506,0.1459892923,0.1900859219,0.1054912050,0.4978886551,0.8888913982,0.0050964569,-0.0172853276,-0.0001911091,-0.0000000000,0.0001145419,0.0977266139,0.0615854214,-3.6299187943,3.500,1.000000,10.1211443054,2,0.0757640377
2.750120,2.5013961484,2.4651071261,0.0163212298,0.0113452593,0.0362253006,0.0049759706,0.0451144381,0.1537258554,0.1856775155,0.1134568204,0.4979963743,0.8891346971,0.0058391739,-0.0188421190,-0.0003017582,-0.0000000000,0.0001145580,0.1346027582,0.0615854214,-3.9568449973,3.827,1.000000,10.1211443054,2,0.0818473775
2.791776,2.5030024448,2.4666411069,0.0163131469,0.0097751524,0.0363064349,0.0065379945,0.0466272063,0.1575949342,0.0928578909,0.1223778971,0.4981196810,0.8893996291,0.0063583669,-0.0200369210,-0.0003964841,-0.0000000000,0.0001145013,0.1365855472,0.0615854214,-4.2077534189,4.078,1.000000,10.1211443054,3,0.0880213804
2.833444,2.5046187989,2.4666411069,0.0162946030,0.0084223376,0.0379303872,0.0078722654,0.0482076391,0.1649795181,0.1772300118,0.1316431264,0.4982538168,0.8897004787,0.0072203917,-0.0217771170,-0.0004773984,-0.0000000000,0.0001143711,0.1785073780,0.0615854214,-4.5731945729,4.444,1.000000,10.1211443054,5,0.0949412025
2.875202,2.5062476539,2.4666411069,0.0162654453,0.0072567433,0.0395657889,0.0090087021,0.0498562136,0.1722886216,0.1754184852,0.1420174800,0.4984059675,0.8900414071,0.0081822809,-0.0236786858,-0.0005463154,-0.0000000000,0.0001141665,0.2245987260,0.0615854214,-4.9725240270,4.843,1.000000,10.1211443054,4,0.1025846818
2.916776,2.5078777231,2.4681750877,0.0162258239,0.0062524592,0.0396675180,0.0099733646,0.0515090268,0.1758048575,0.0843896609,0.1531845920,0.4985781683,0.8904107746,0.0088648189,-0.0251641597,-0.0006048155,-0.0000000000,0.0001138884,0.2275799400,0.0615854214,-5.2844735340,5.155,1.000000,10.1211443054,3,0.1101808419
2.958432,2.5095187497,2.4727770301,0.0161754522,0.0120247279,0.0366741817,0.0041507243,0.0530371177,0.1650398054,-0.2583612497,0.1633590588,0.4987644702,0.8907478393,0.0080895526,-0.0243704654,-0.0002517127,-0.0000000000,0.0001135349,0.1457109136,0.0615854214,-5.1177977384,4.988,1.000000,10.1211443054,5,0.1150024263
3.000202,2.5111715135,2.4789129532,0.0161141430,0.0269545036,0.0321071680,-0.0108403605,0.0543749164,0.1411186104,-0.5741086799,0.1685620702,0.4989342401,0.8909985927,0.0060180831,-0.0211311318,0.0006573928,0.0000000000,0.0001131046,0.0503458107,0.0615854214,-4.4375376857,4.566,1.000000,10.1211443054,4,0.1153258965
3.041768,2.5128226990,2.4850488764,0.0160423347,0.0431368829,0.0275315407,-0.0270945481,0.0555220639,0.1156473704,-0.6113097611,0.1670030497,0.4990603892,0.8911661270,0.0040208217,-0.0172340726,0.0016430968,0.0000000000,0.0001126006,0.0028191721,0.0615854214,-3.6191552459,4.145,1.000000,10.1211443054,6,0.1120523862
3.083470,2.5144852264,2.4927187803,0.0159594009,0.0603985140,0.0214272127,-0.0444391132,0.0564148645,0.0851148588,-0.7327802781,0.1598927619,0.4991446018,0.8912547299,0.0021264701,-0.0123583783,0.0026949247,0.0000000000,0.0001120186,0.0000000000,0.0615854214,-2.5952594357,3.723,1.000000,10.1211443054,5,0.1057911739
