t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,current_from_u_raw,goal_current_raw,present_current_raw,psi_hat_norm
180.000116,2.4451717284,2.1322332952,0.0548311355,-0.0000000001,0.3129384332,0.0548311357,0.2169542785,1.0013460603,0.2010134008,1.2918494107,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
180.041769,2.4474555247,2.1322332952,0.0548264151,-0.0000000001,0.3152222295,0.0548264152,0.2169542785,1.0063471928,0.1200271812,1.2903688844,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
180.083417,2.4497387218,2.1322332952,0.0548123084,-0.0000000001,0.3175054266,0.0548123085,0.2169542785,1.0113376259,0.1197703929,1.2888767063,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
180.125116,2.4520238571,2.1322332952,0.0547887843,-0.0000000001,0.3197905619,0.0547887844,0.2169542785,1.0163228898,0.1196463350,1.2873713074,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
180.166831,2.4543087270,2.1322332952,0.0547558431,-0.0000000001,0.3220754318,0.0547558432,0.2169542785,1.0212981549,0.1194063622,1.2858542263,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
180.208447,2.4565865967,2.1322332952,0.0547136098,-0.0000000001,0.3243533016,0.0547136098,0.2169542785,1.0262487843,0.1188151050,1.2843300908,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
180.250136,2.4588664814,2.1322332952,0.0546619262,-0.0000000001,0.3266331862,0.0546619263,0.2169542785,1.0311943799,0.1186942943,1.2827930072,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
180.291783,2.4611417864,2.1322332952,0.0546009312,-0.0000000001,0.3289084912,0.0546009313,0.2169542785,1.0361206259,0.1182299037,1.2812475407,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
180.333542,2.4634204102,2.1322332952,0.0545303891,-0.0000000001,0.3311871151,0.0545303892,0.2169542785,1.0410445995,0.1181753663,1.2796884361,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
180.375242,2.4656927222,2.1322332952,0.0544505802,-0.0000000001,0.3334594270,0.0544505802,0.2169542785,1.0459454712,0.1176209202,1.2781224056,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
180.416782,2.4679527670,2.1322332952,0.0543617881,-0.0000000000,0.3357194719,0.0543617882,0.2169542785,1.0508104714,0.1167600045,1.2765537901,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
180.458430,2.4702148217,2.1306993144,0.0542634698,-0.0000000000,0.3395155074,0.0542634698,0.2169542785,1.0590326832,0.1973330839,1.2753783381,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
180.500110,2.4724742940,2.1306993144,0.0541557770,-0.0000000000,0.3417749797,0.0541557771,0.2169542785,1.0638775278,0.1162762706,1.2737778800,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
180.541797,2.4747294945,2.1306993144,0.0540387770,-0.0000000000,0.3440301801,0.0540387771,0.2169542785,1.0687037017,0.1158281729,1.2721698088,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
180.583442,2.4769773599,2.1306993144,0.0539126405,-0.0000000000,0.3462780455,0.0539126405,0.2169542785,1.0735046613,0.1152230307,1.2705564904,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
180.625224,2.4792271097,2.1306993144,0.0537768176,-0.0000000000,0.3485277954,0.0537768176,0.2169542785,1.0783000650,0.1150896903,1.2689314461,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
180.666761,2.4814578810,2.1306993144,0.0536326051,-0.0000000000,0.3507585666,0.0536326052,0.2169542785,1.0830454801,0.1138899610,1.2673099627,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
180.708469,2.4836916003,2.1306993144,0.0534786112,-0.0000000000,0.3529922859,0.0534786112,0.2169542785,1.0877875756,0.1138102914,1.2656763107,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
180.750119,2.4859156190,2.1306993144,0.0533156686,-0.0000000000,0.3552163046,0.0533156687,0.2169542785,1.0924994595,0.1130852149,1.2640398857,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
180.791801,2.4881343920,2.1306993144,0.0531434599,-0.0000000000,0.3574350776,0.0531434600,0.2169542785,1.0971905794,0.1125868771,1.2623976079,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
180.833462,2.4903446357,2.1306993144,0.0529622362,-0.0000000000,0.3596453213,0.0529622362,0.2169542785,1.1018539887,0.1119218244,1.2607520971,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
180.875126,2.4925473104,2.1306993144,0.0527719253,-0.0000000000,0.3618479960,0.0527719253,0.2169542785,1.1064917205,0.1113055626,1.2591028409,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
180.916786,2.4947416865,2.1306993144,0.0525725903,-0.0000000000,0.3640423721,0.0525725903,0.2169542785,1.1111022385,0.1106524318,1.2574505854,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-12,0.5684721577
180.958433,2.4969268888,2.1306993144,0.0523643164,-0.0000000000,0.3662275744,0.0523643164,0.2169542785,1.1156837096,0.1099553072,1.2557961976,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
181.000103,2.4991043717,2.1306993144,0.0521469620,-0.0000000000,0.3684050574,0.0521469620,0.2169542785,1.1202391801,0.1093312904,1.2541387792,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
181.041794,2.5012737546,2.1306993144,0.0519205495,-0.0000000000,0.3705744402,0.0519205495,0.2169542785,1.1247678378,0.1086877864,1.2524788146,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-12,0.5684721577
181.083423,2.5034303182,2.1306993144,0.0516855855,-0.0000000000,0.3727310039,0.0516855855,0.2169542785,1.1292598457,0.1078081886,1.2508201380,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
181.125093,2.5055789912,2.1306993144,0.0514415408,-0.0000000000,0.3748796768,0.0514415408,0.2169542785,1.1337254771,0.1071751548,1.2491591789,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
181.166816,2.5077200315,2.1306993144,0.0511883524,-0.0000000000,0.3770207172,0.0511883524,0.2169542785,1.1381652351,0.1065541921,1.2474959257,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-12,0.5684721577
181.208446,2.5098456006,2.1291653336,0.0509269616,-0.0000000000,0.3806802670,0.0509269616,0.2169542785,1.1459252117,0.1862394379,1.2460547609,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
181.250125,2.5119625877,2.1291653336,0.0506565371,-0.0000000000,0.3827972541,0.0506565371,0.2169542785,1.1502950112,0.1048751881,1.2443852067,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
181.291910,2.5140734541,2.1306993144,0.0503767080,-0.0000000000,0.3833741398,0.0503767080,0.2169542785,1.1512796577,0.0236315152,1.2425131274,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
181.333446,2.5161599575,2.1306993144,0.0500899451,-0.0000000000,0.3854606431,0.0500899451,0.2169542785,1.1555663016,0.1028794538,1.2408616698,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
181.375112,2.5182408810,2.1291653336,0.0497937109,-0.0000000000,0.3890755474,0.0497937109,0.2169542785,1.1631935761,0.1830545873,1.2393891458,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
181.416959,2.5203182107,2.1291653336,0.0494876070,-0.0000000000,0.3911528771,0.0494876070,0.2169542785,1.1674407712,0.1019326821,1.2377216752,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
181.458450,2.5223650440,2.1291653336,0.0491756632,-0.0000000000,0.3931997104,0.0491756632,0.2169542785,1.1716152812,0.1001882411,1.2360718413,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
181.500108,2.5244069459,2.1291653336,0.0488540543,-0.0000000000,0.3952416123,0.0488540543,0.2169542785,1.1757693170,0.0996968597,1.2344193111,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
181.541835,2.5264386283,2.1291653336,0.0485235236,-0.0000000000,0.3972732947,0.0485235236,0.2169542785,1.1798920311,0.0989451387,1.2327685350,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
181.583483,2.5284525101,2.1291653336,0.0481853086,-0.0000000000,0.3992871765,0.0481853086,0.2169542785,1.1839680436,0.0978243000,1.2311259038,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
181.625171,2.5304540707,2.1291653336,0.0478385040,-0.0000000000,0.4012887371,0.0478385040,0.2169542785,1.1880084596,0.0969699826,1.2294871861,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
181.666794,2.5324378929,2.1291653336,0.0474840581,-0.0000000000,0.4032725593,0.0474840581,0.2169542785,1.1920023537,0.0958534593,1.2278570508,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
181.708463,2.5344089414,2.1291653336,0.0471210916,-0.0000000000,0.4052436078,0.0471210916,0.2169542785,1.1959597284,0.0949769920,1.2262316518,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
181.750210,2.5363684000,2.1291653336,0.0467493376,-0.0000000000,0.4072030664,0.0467493376,0.2169542785,1.1998829115,0.0941563951,1.2246102162,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
181.791812,2.5383054272,2.1291653336,0.0463708790,-0.0000000000,0.4091400936,0.0463708790,0.2169542785,1.2037502230,0.0928154754,1.2230019567,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
181.833617,2.5402358547,2.1291653336,0.0459826000,-0.0000000000,0.4110705211,0.0459826000,0.2169542785,1.2075932480,0.0922326011,1.2213939469,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
181.875136,2.5421368902,2.1276313528,0.0455891181,-0.0000000000,0.4145055374,0.0455891181,0.2169542785,1.2147289783,0.1712575256,1.2198790372,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
181.916776,2.5440268547,2.1276313528,0.0451867078,-0.0000000000,0.4163955019,0.0451867078,0.2169542785,1.2184691813,0.0897648718,1.2182872727,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
181.958450,2.5459014300,2.1276313528,0.0447762257,-0.0000000000,0.4182700772,0.0447762257,0.2169542785,1.2221675807,0.0887615860,1.2167038481,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
182.000186,2.5477614971,2.1291653336,0.0443574392,-0.0000000000,0.4185961635,0.0443574392,0.2169542785,1.2224635428,0.0071030905,1.2150772844,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
182.041797,2.5495984504,2.1276313528,0.0439323117,-0.0000000000,0.4219670976,0.0439323117,0.2169542785,1.2294271658,0.1671269519,1.2135679351,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
182.083437,2.5514187952,2.1276313528,0.0434993782,-0.0000000000,0.4237874424,0.0434993782,0.2169542785,1.2329842461,0.0853699268,1.2120176801,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
182.125113,2.5532225125,2.1291653336,0.0430586157,-0.0000000000,0.4240571789,0.0430586157,0.2169542785,1.2331347189,0.0036113483,1.2104484527,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
182.166862,2.5550108288,2.1276313528,0.0426096777,-0.0000000000,0.4273794760,0.0426096777,0.2169542785,1.2399679240,0.1639969224,1.2089471217,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
182.208439,2.5567730079,2.1276313528,0.0421553021,-0.0000000000,0.4291416552,0.0421553021,0.2169542785,1.2433760688,0.0817954743,1.2074353940,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
182.250107,2.5585199018,2.1276313528,0.0416927263,-0.0000000000,0.4308885490,0.0416927263,0.2169542785,1.2467425096,0.0807945787,1.2059334230,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
182.291776,2.5602474339,2.1276313528,0.0412229894,-0.0000000000,0.4326160811,0.0412229894,0.2169542785,1.2500593504,0.0796041794,1.2044449155,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-12,0.5684721577
182.333429,2.5619545962,2.1276313528,0.0407463719,-0.0000000000,0.4343232434,0.0407463719,0.2169542785,1.2533246619,0.0783674776,1.2029709532,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
182.375108,2.5636427870,2.1276313528,0.0402624792,-0.0000000000,0.4360114342,0.0402624792,0.2169542785,1.2565411146,0.0771948642,1.2015105368,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
182.416811,2.5653116409,2.1276313528,0.0397713929,-0.0000000000,0.4376802881,0.0397713929,0.2169542785,1.2597079891,0.0760049881,1.2000641846,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
182.458427,2.5669564685,2.1276313528,0.0392745219,-0.0000000000,0.4393251157,0.0392745219,0.2169542785,1.2628164159,0.0746022421,1.1986361710,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
182.500099,2.5685826422,2.1276313528,0.0387702578,-0.0000000000,0.4409512894,0.0387702578,0.2169542785,1.2658765618,0.0734435019,1.1972220364,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
182.541812,2.5701892177,2.1276313528,0.0382588475,-0.0000000000,0.4425578649,0.0382588475,0.2169542785,1.2688866043,0.0722410212,1.1958227936,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
182.583543,2.5717750182,2.1276313528,0.0377406371,-0.0000000000,0.4441436654,0.0377406371,0.2169542785,1.2718443101,0.0709849395,1.1944396605,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
182.625096,2.5733324080,2.1276313528,0.0372182002,-0.0000000000,0.4457010552,0.0372182002,0.2169542785,1.2747355159,0.0693889387,1.1930795016,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
182.666774,2.5748725494,2.1276313528,0.0366878186,-0.0000000000,0.4472411966,0.0366878186,0.2169542785,1.2775809701,0.0682909011,1.1917327628,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
182.708435,2.5763898516,2.1276313528,0.0361513633,-0.0000000000,0.4487584989,0.0361513633,0.2169542785,1.2803702897,0.0669436692,1.1904045140,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
182.750091,2.5778844999,2.1276313528,0.0356087798,-0.0000000000,0.4502531471,0.0356087798,0.2169542785,1.2831038256,0.0656048630,1.1890947793,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
182.791813,2.5793587353,2.1276313528,0.0350592229,-0.0000000000,0.4517273825,0.0350592229,0.2169542785,1.2857856454,0.0643636753,1.1878017742,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
182.833447,2.5808068720,2.1276313528,0.0345048238,-0.0000000000,0.4531755192,0.0345048238,0.2169542785,1.2884054172,0.0628745212,1.1865306653,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
182.875117,2.5822330018,2.1276313528,0.0339440442,-0.0000000000,0.4546016490,0.0339440442,0.2169542785,1.2909705714,0.0615637011,1.1852780382,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
182.916778,2.5836353775,2.1276313528,0.0333775564,-0.0000000000,0.4560040247,0.0333775564,0.2169542785,1.2934779508,0.0601771072,1.1840455988,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
182.958434,2.5850138557,2.1276313528,0.0328054255,-0.0000000000,0.4573825029,0.0328054255,0.2169542785,1.2959273063,0.0587845321,1.1828336420,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
183.000144,2.5863701080,2.1276313528,0.0322269309,-0.0000000000,0.4587387552,0.0322269309,0.2169542785,1.2983215813,0.0574625984,1.1816408626,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
183.041774,2.5876996020,2.1260973720,0.0316440206,-0.0000000000,0.4616022300,0.0316440206,0.2169542785,1.3040151214,0.1366449622,1.1803639060,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
183.083433,2.5890056228,2.1260973720,0.0310552835,-0.0000000000,0.4629082508,0.0310552835,0.2169542785,1.3062890512,0.0545743151,1.1792105258,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
183.125117,2.5902877563,2.1260973720,0.0304608744,-0.0000000000,0.4641903843,0.0304608744,0.2169542785,1.3085049505,0.0531815845,1.1780783724,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
183.166771,2.5915441136,2.1276313528,0.0298616721,-0.0000000000,0.4639127608,0.0298616721,0.2169542785,1.3072972252,-0.0289854068,1.1770899787,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
183.208439,2.5927758274,2.1276313528,0.0292571458,-0.0000000000,0.4651444746,0.0292571458,0.2169542785,1.3093924925,0.0502864141,1.1760072313,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
183.250133,2.5939829778,2.1260973720,0.0286472313,-0.0000000000,0.4678856057,0.0286472313,0.2169542785,1.3147908633,0.1295608985,1.1748176927,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
183.291769,2.5951629457,2.1260973720,0.0280332729,-0.0000000000,0.4690655737,0.0280332729,0.2169542785,1.3167632766,0.0473379210,1.1737777503,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
183.333450,2.5963185188,2.1260973720,0.0274138287,-0.0000000000,0.4702211468,0.0274138287,0.2169542785,1.3186767332,0.0459229564,1.1727601966,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
183.375127,2.5974480617,2.1260973720,0.0267897471,-0.0000000000,0.4713506897,0.0267897471,0.2169542785,1.3205284965,0.0444423210,1.1717666043,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
183.416790,2.5985511284,2.1260973720,0.0261612870,-0.0000000000,0.4724537564,0.0261612870,0.2169542785,1.3223178484,0.0429444445,1.1707974915,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
183.458553,2.5996304677,2.1260973720,0.0255268224,-0.0000000000,0.4735330957,0.0255268224,0.2169542785,1.3240491875,0.0415521393,1.1698505704,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
183.500144,2.6006789386,2.1260973720,0.0248906024,-0.0000000000,0.4745815666,0.0248906024,0.2169542785,1.3257111111,0.0398861650,1.1689322208,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
183.541797,2.6017023696,2.1260973720,0.0242491712,-0.0000000000,0.4756049975,0.0242491712,0.2169542785,1.3273129381,0.0384438489,1.1680374463,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
183.583462,2.6026992656,2.1260973720,0.0236034101,-0.0000000000,0.4766018936,0.0236034101,0.2169542785,1.3288522733,0.0369440459,1.1671676687,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
183.625104,2.6036686406,2.1260973720,0.0229539668,-0.0000000000,0.4775712686,0.0229539668,0.2169542785,1.3303276032,0.0354079177,1.1663238538,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
183.666894,2.6046141970,2.1260973720,0.0222982612,-0.0000000000,0.4785168250,0.0222982612,0.2169542785,1.3317444627,0.0340046263,1.1655028906,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
183.708447,2.6055271608,2.1260973720,0.0216424496,-0.0000000000,0.4794297888,0.0216424496,0.2169542785,1.3330897765,0.0322875310,1.1647124881,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
183.750258,2.6064181825,2.1260973720,0.0209788641,-0.0000000000,0.4803208105,0.0209788641,0.2169542785,1.3343792213,0.0309466753,1.1639435215,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
183.791782,2.6072755587,2.1260973720,0.0203162466,-0.0000000000,0.4811781867,0.0203162466,0.2169542785,1.3355958868,0.0291999738,1.1632061774,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
183.833455,2.6081082900,2.1260973720,0.0196477644,-0.0000000000,0.4820109180,0.0196477644,0.2169542785,1.3367526683,0.0277627546,1.1624927878,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
183.875200,2.6089144466,2.1260973720,0.0189747614,-0.0000000000,0.4828170746,0.0189747614,0.2169542785,1.3378466801,0.0262562825,1.1618051096,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
183.916808,2.6096899323,2.1260973720,0.0183007205,-0.0000000000,0.4835925603,0.0183007205,0.2169542785,1.3388724262,0.0246179075,1.1611467069,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
183.958536,2.6104394275,2.1260973720,0.0176215902,-0.0000000000,0.4843420555,0.0176215902,0.2169542785,1.3398361143,0.0231285142,1.1605136767,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
184.000247,2.6111602436,2.1260973720,0.0169396991,-0.0000000000,0.4850628716,0.0169396991,0.2169542785,1.3407341801,0.0215535783,1.1599083710,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
184.041798,2.6118499388,2.1260973720,0.0162575477,-0.0000000000,0.4857525668,0.0162575477,0.2169542785,1.3415637715,0.0199101939,1.1593328810,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-12,0.5684721577
184.083465,2.6125130424,2.1260973720,0.0155707058,-0.0000000000,0.4864156704,0.0155707058,0.2169542785,1.3423303866,0.0183987624,1.1587834807,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
184.125133,2.6131474902,2.1260973720,0.0148811751,-0.0000000000,0.4870501182,0.0148811751,0.2169542785,1.3430315019,0.0168267684,1.1582619531,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
184.166827,2.6137535055,2.1260973720,0.0141886808,-0.0000000000,0.4876561335,0.0141886808,0.2169542785,1.3436673326,0.0152599365,1.1577681697,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
184.208440,2.6143295166,2.1260973720,0.0134950895,-0.0000000000,0.4882321446,0.0134950895,0.2169542785,1.3442363000,0.0136552179,1.1573034487,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
184.250110,2.6148773554,2.1260973720,0.0127982254,-0.0000000000,0.4887799834,0.0127982254,0.2169542785,1.3447402437,0.0120946475,1.1568663506,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
184.291778,2.6153960738,2.1260973720,0.0120992170,-0.0000000000,0.4892987018,0.0120992170,0.2169542785,1.3451782142,0.0105112928,1.1564576801,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
184.333454,2.6158857105,2.1260973720,0.0113980053,-0.0000000000,0.4897883385,0.0113980053,0.2169542785,1.3455502371,0.0089285496,1.1560774414,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
184.375195,2.6163467881,2.1245633912,0.0106937253,-0.0000000000,0.4917833968,0.0106937253,0.2169542785,1.3492189256,0.0880485236,1.1555236907,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-12,0.5684721577
184.416783,2.6167768966,2.1260973720,0.0099902051,-0.0000000000,0.4906795246,0.0099902051,0.2169542785,1.3460958278,-0.0749543481,1.1554030231,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-10,0.5684721577
184.458534,2.6171792210,2.1260973720,0.0092822185,-0.0000000000,0.4910818490,0.0092822185,0.2169542785,1.3462696961,0.0041728395,1.1551083263,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-9,0.5684721577
184.500108,2.6175504403,2.1245633912,0.0085756362,-0.0000000000,0.4929870491,0.0085756362,0.2169542785,1.3497391218,0.0832662178,1.1546401730,-0.1144364464,1.6147018558,0.0000000000,0.0516605063,10.8487063230,-10.978,-11,0.5684721577
