t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,u_aux,u_fric,tail_activation,max_control_eff,current_from_u_raw,goal_current_raw,present_current_raw,psi_hat_norm
67.791794,2.5521612135,2.5862916084,-0.0421578763,-0.0222095270,-0.0340621310,-0.0199483493,0.0562573695,-0.0214879840,0.0209796985,0.0039684885,0.5472734244,1.0378524327,-0.0020527461,0.0016765803,0.0013601785,-0.0000126931,0.0861093777,0.0630753148,0.3520818573,-0.482,0,0.0030402684
67.833457,2.5503953013,2.5816896660,-0.0426131339,-0.0296877539,-0.0312031155,-0.0129253800,0.0549572397,-0.0095071854,0.2875391657,0.0039220979,0.5472625861,1.0377649321,-0.0021000154,0.0007148512,0.0008813172,-0.0000128300,0.0367082299,0.0630753148,0.1501187613,-0.280,0,0.0028108499
67.875126,2.5486102868,2.5755537429,-0.0430611625,-0.0364073182,-0.0268315534,-0.0066538443,0.0538392583,0.0055727206,0.3619177440,0.0036644447,0.5472514746,1.0376772021,-0.0021055181,-0.0004194437,0.0004536925,-0.0000129647,0.0006624036,0.0630753148,-0.0880831789,-0.042,0,0.0025742876
67.916891,2.5468025862,2.5724857813,-0.0435028172,-0.0448780292,-0.0255452566,0.0013752120,0.0527748726,0.0151557993,0.2299938892,0.0033777479,0.5472403102,1.0375906752,-0.0020766472,-0.0011169914,-0.0000937688,-0.0000130975,0.0000000000,0.0630753148,-0.2345681989,0.105,0,0.0024536546
67.958497,2.5449835688,2.5678838389,-0.0439353472,-0.0500565473,-0.0227464148,0.0061212001,0.0518271053,0.0252138774,0.2413938748,0.0032439822,0.5472292755,1.0375064968,-0.0020202817,-0.0018478330,-0.0004173741,-0.0000132275,0.0000000000,0.0630753148,-0.3880449351,0.258,0,0.0025396631
68.000164,2.5431440209,2.5632818966,-0.0443609848,-0.0547097072,-0.0199697183,0.0103487224,0.0509950337,0.0348641360,0.2316062070,0.0033824504,0.5472185180,1.0374256350,-0.0019406831,-0.0025527224,-0.0007056278,-0.0000133555,0.0000000000,0.0630753148,-0.5360717114,0.406,0,0.0029007508
68.041788,2.5412888397,2.5586799542,-0.0447785898,-0.0588908062,-0.0172101059,0.0141122164,0.0502779459,0.0441720325,0.2233895151,0.0038909323,0.5472081635,1.0373489882,-0.0018395230,-0.0032430284,-0.0009622417,-0.0000134810,0.0000000000,0.0630753148,-0.6810359737,0.551,0,0.0035922329
68.083468,2.5394139008,2.5571459734,-0.0451890853,-0.0602148915,-0.0175469943,0.0150258062,0.0495468212,0.0432535463,-0.0220436674,0.0048276726,0.5471983301,1.0372720562,-0.0018463669,-0.0031981128,-0.0010245348,-0.0000136044,0.0000000000,0.0630753148,-0.6716036892,0.542,0,0.0041845134
68.125108,2.5375237875,2.5571459734,-0.0455914608,-0.0541061193,-0.0194558837,0.0085146585,0.0487361594,0.0310633256,-0.2925652969,0.0056101085,0.5471884418,1.0371901661,-0.0019653634,-0.0023139964,-0.0005805721,-0.0000137253,0.0000000000,0.0630753148,-0.4859392519,0.356,0,0.0042804143
68.166763,2.5356164494,2.5571459734,-0.0459861630,-0.0486170791,-0.0213800931,0.0026309161,0.0478453221,0.0193509767,-0.2810963736,0.0057256643,0.5471778960,1.0371050432,-0.0020429500,-0.0014479996,-0.0001793891,-0.0000138440,0.0000000000,0.0630753148,-0.3040799103,0.174,0,0.0040797416
68.208446,2.5336914926,2.5556119926,-0.0463732561,-0.0436848995,-0.0217862288,-0.0026883567,0.0469375626,0.0117858594,-0.1815628154,0.0054574959,0.5471669119,1.0370186880,-0.0020725237,-0.0008856968,0.0001833056,-0.0000139603,0.0000000000,0.0630753148,-0.1859963233,0.056,0,0.0037825452
68.250106,2.5317517026,2.5556119926,-0.0467521783,-0.0392530871,-0.0237396405,-0.0074990911,0.0459484109,0.0009384071,-0.2603388556,0.0050496632,0.5471557458,1.0369316555,-0.0020887794,-0.0000832723,0.0005113257,-0.0000140742,0.0000000000,0.0630753148,-0.0174871826,-0.112,0,0.0034448394
68.291895,2.5297901606,2.5556119926,-0.0471242387,-0.0352708800,-0.0257134224,-0.0118533587,0.0448770183,-0.0096170244,-0.2533303566,0.0045899387,0.5471444687,1.0368452366,-0.0020740547,0.0006925392,0.0008082215,-0.0000141860,0.0000000000,0.0630753148,0.1454332378,-0.275,0,0.0031816627
68.333576,2.5278183783,2.5540780118,-0.0474872452,-0.0316926659,-0.0261622220,-0.0157945793,0.0437869257,-0.0161627420,-0.1570972228,0.0042410043,0.5471332478,1.0367598584,-0.0020490771,0.0011703445,0.0010769536,-0.0000142951,0.0000000000,0.0630753148,0.2457723541,-0.375,0,0.0030237456
68.375113,2.5258385144,2.5540780118,-0.0478408993,-0.0284774600,-0.0281519683,-0.0193634393,0.0426139271,-0.0261140714,-0.2388319062,0.0040236199,0.5471221394,1.0366769213,-0.0019904912,0.0019043179,0.0013202964,-0.0000144014,0.0059432866,0.0630753148,0.3999067492,-0.530,0,0.0030831174
68.416774,2.5238381857,2.5510100503,-0.0481874207,-0.0280212784,-0.0270857375,-0.0201661423,0.0414853547,-0.0259761595,0.0033098873,0.0041178843,0.5471113269,1.0365940429,-0.0019890808,0.0018893305,0.0013750287,-0.0000145055,0.0012749627,0.0630753148,0.3967593973,-0.526,0,0.0031349195
68.458518,2.5218195279,2.5464081079,-0.0485263596,-0.0324770627,-0.0244887575,-0.0160492970,0.0404649898,-0.0171292506,0.2123258120,0.0042184009,0.5471005008,1.0365091352,-0.0020377845,0.0012405851,0.0010943216,-0.0000146074,0.0000000000,0.0630753148,0.2605228620,-0.390,0,0.0029981118
68.500204,2.5197897616,2.5418061655,-0.0488564940,-0.0389136529,-0.0218967977,-0.0099428411,0.0395526232,-0.0061522611,0.2634477486,0.0040664492,0.5470893876,1.0364228995,-0.0020696573,0.0004355965,0.0006779528,-0.0000147066,0.0000000000,0.0630753148,0.0914752633,-0.221,0,0.0027487518
68.541902,2.5177458023,2.5372042232,-0.0491783432,-0.0446972542,-0.0193210381,-0.0044810890,0.0387475799,0.0042929810,0.2506858119,0.0037567482,0.5470780777,1.0363366552,-0.0020698619,-0.0003282860,0.0003055431,-0.0000148033,0.0000000000,0.0630753148,-0.0689400628,-0.061,0,0.0025121832
68.583437,2.5156966469,2.5326022808,-0.0494905474,-0.0498941118,-0.0167522779,0.0004035644,0.0380495684,0.0142955286,0.2400611403,0.0034587752,0.5470667437,1.0362515425,-0.0020427057,-0.0010564355,-0.0000275170,-0.0000148971,0.0000000000,0.0630753148,-0.2218514449,0.092,0,0.0023898269
68.625119,2.5136274168,2.5280003384,-0.0497953796,-0.0545637507,-0.0142052129,0.0047683711,0.0374576845,0.0238764435,0.2299419593,0.0033138088,0.5470555357,1.0361685544,-0.0019917139,-0.0017526407,-0.0003251315,-0.0000149887,0.0000000000,0.0630753148,-0.3680545403,0.238,0,0.0024633669
68.666794,2.5115460018,2.5249323769,-0.0500916255,-0.0587596570,-0.0132057696,0.0086680315,0.0369074441,0.0293741338,0.1319445667,0.0034321325,0.5470445860,1.0360872896,-0.0019503565,-0.0021546927,-0.0005910299,-0.0000150777,0.0000000000,0.0630753148,-0.4524854716,0.323,0,0.0026798851
68.708446,2.5094535344,2.5203304345,-0.0503791346,-0.0600970473,-0.0106921840,0.0097179127,0.0364619364,0.0357671354,0.1534320393,0.0037564329,0.5470338430,1.0360084467,-0.0018922297,-0.0026267401,-0.0006626160,-0.0000151641,0.0000000000,0.0630753148,-0.5516154140,0.422,0,0.0030917573
68.750119,2.5073482465,2.5157284921,-0.0506581506,-0.0637316032,-0.0081843582,0.0130734526,0.0361209215,0.0445995622,0.2119782420,0.0043625558,0.5470234006,1.0359336931,-0.0017940846,-0.0032864585,-0.0008914136,-0.0000152479,0.0000000000,0.0630753148,-0.6901562817,0.561,0,0.0038349998
68.791772,2.5052325589,2.5157284921,-0.0509283528,-0.0621317487,-0.0103049632,0.0112033959,0.0356915480,0.0370854772,-0.1803380403,0.0054049981,0.5470134821,1.0358556569,-0.0018728693,-0.0027565076,-0.0007639037,-0.0000153290,0.0000000000,0.0630753148,-0.5788666031,0.449,0,0.0041963538
68.833454,2.5031042539,2.5157284921,-0.0511900209,-0.0558285122,-0.0124526420,0.0046384914,0.0351726879,0.0246859470,-0.2975887232,0.0058994729,0.5470031096,1.0357734113,-0.0019738940,-0.0018467156,-0.0003162756,-0.0000154077,0.0000000000,0.0630753148,-0.3878102661,0.258,0,0.0041324616
68.875129,2.5009655982,2.5157284921,-0.0514428679,-0.0501647361,-0.0146087061,-0.0012781318,0.0345639919,0.0127880082,-0.2855505313,0.0057959281,0.5469921573,1.0356887409,-0.0020320903,-0.0009634088,0.0000871494,-0.0000154836,0.0000000000,0.0630753148,-0.2023158538,0.073,0,0.0038463715
68.916782,2.4988177679,2.5157284921,-0.0516867656,-0.0450755474,-0.0167721787,-0.0066112182,0.0338651511,0.0013288011,-0.2750209714,0.0053826290,0.5469808601,1.0356032552,-0.0020516573,-0.0001137533,0.0004507860,-0.0000155569,0.0000000000,0.0630753148,-0.0238881894,-0.106,0,0.0035034307
68.958467,2.4966582445,2.5157284921,-0.0519219964,-0.0405026545,-0.0189457575,-0.0114193419,0.0330757445,-0.0097572516,-0.2660652646,0.0048923315,0.5469694317,1.0355183926,-0.0020367019,0.0007027870,0.0007786280,-0.0000156275,0.0000000000,0.0630753148,0.1475852800,-0.277,0,0.0032385459
69.000211,2.4944860859,2.5157284921,-0.0521486302,-0.0363936794,-0.0211305455,-0.0157549509,0.0321953051,-0.0205258777,-0.2584470254,0.0045133762,0.5469580643,1.0354354508,-0.0019906024,0.0014913140,0.0010742516,-0.0000156956,0.0000000000,0.0630753148,0.3131759307,-0.443,0,0.0031623503
69.041779,2.4923138355,2.5141945113,-0.0523654003,-0.0327015578,-0.0217801634,-0.0196638424,0.0312877983,-0.0272587223,-0.1615882726,0.0044086689,0.5469469327,1.0353544014,-0.0019451861,0.0019839724,0.0013407794,-0.0000157607,0.0000000000,0.0630753148,0.4166341955,-0.546,0,0.0032559875
69.083525,2.4901233597,2.5141945113,-0.0525741149,-0.0293840003,-0.0239808360,-0.0231901146,0.0302885968,-0.0374233366,-0.2439507411,0.0045313685,0.5469360345,1.0352771275,-0.0018545740,0.0027320549,0.0015812183,-0.0000158234,0.0000000000,0.0630753148,0.5737315248,-0.703,0,0.0036730399
69.125100,2.4879334649,2.5111265498,-0.0527729799,-0.0312686938,-0.0230969765,-0.0215042861,0.0293262228,-0.0349956469,0.0582645514,0.0051341595,0.5469256251,1.0351989905,-0.0018752887,0.0025652260,0.0014662701,-0.0000158831,0.0000000000,0.0630753148,0.5386974677,-0.668,0,0.0039666087
69.166791,2.4857293104,2.5065246074,-0.0529633628,-0.0353950293,-0.0206865058,-0.0175683334,0.0284642851,-0.0265491822,0.2027151542,0.0055843308,0.5469150807,1.0351180363,-0.0019428995,0.0019486974,0.0011978971,-0.0000159403,0.0000000000,0.0630753148,0.4092264524,-0.539,0,0.0039725188
69.208493,2.4835168047,2.5034566458,-0.0531447082,-0.0415355933,-0.0198121761,-0.0116091149,0.0276387777,-0.0196776100,0.1649177318,0.0056233941,0.5469041362,1.0350353858,-0.0019836115,0.0014405383,0.0007915677,-0.0000159948,0.0000000000,0.0630753148,0.3025130432,-0.432,0,0.0038165268
69.250108,2.4813015679,2.4988547035,-0.0533165819,-0.0470531999,-0.0174085114,-0.0062633820,0.0269134231,-0.0096448011,0.2407874144,0.0054426414,0.5468929415,1.0349511715,-0.0020211449,0.0006968920,0.0004270688,-0.0000160464,0.0000000000,0.0630753148,0.1463473179,-0.276,0,0.0035235478
69.291773,2.4790766903,2.4957867419,-0.0534795330,-0.0520110480,-0.0165501889,-0.0014684850,0.0262238319,-0.0037837880,0.1406643146,0.0050500595,0.5468815134,1.0348666112,-0.0020294455,0.0002627820,0.0001001287,-0.0000160953,0.0000000000,0.0630753148,0.0551842177,-0.185,0,0.0032160219
69.333638,2.4768345221,2.4911847995,-0.0536340350,-0.0540330815,-0.0141841997,0.0003990465,0.0256328236,0.0028708869,0.1597121976,0.0046382060,0.5468700162,1.0347821148,-0.0020279150,-0.0002270842,-0.0000272090,-0.0000161417,0.0000000000,0.0630753148,-0.0476876899,-0.082,0,0.0029328505
69.375120,2.4746066909,2.4881168380,-0.0537779723,-0.0558499807,-0.0133384848,0.0020720084,0.0250770533,0.0057688477,0.0695510573,0.0042469357,0.5468585057,1.0346978559,-0.0020222131,-0.0004388160,-0.0001412799,-0.0000161849,0.0000000000,0.0630753148,-0.0921513572,-0.038,0,0.0026881812
69.416809,2.4723618765,2.4850488764,-0.0539134289,-0.0574825563,-0.0125103198,0.0035691274,0.0245557900,0.0084979635,0.0654987796,0.0039081145,0.5468470057,1.0346139110,-0.0020146772,-0.0006372066,-0.0002433610,-0.0000162256,0.0000000000,0.0630753148,-0.1338133765,0.004,0,0.0024860168
69.458474,2.4701128795,2.4819809148,-0.0540395691,-0.0589495078,-0.0116868463,0.0049099388,0.0240688381,0.0111080425,0.0626418967,0.0036283471,0.5468355267,1.0345303469,-0.0020055380,-0.0008262572,-0.0003347843,-0.0000162635,0.0000000000,0.0630753148,-0.1735140030,0.044,0,0.0023292063
69.500202,2.4678554761,2.4789129532,-0.0541566167,-0.0602676379,-0.0108722367,0.0061110212,0.0236158282,0.0136052296,0.0599324897,0.0034125848,0.5468240783,1.0344472210,-0.0019950236,-0.0010067601,-0.0004166801,-0.0000162987,0.0000000000,0.0630753148,-0.2114196286,0.082,0,0.0022195131
69.541880,2.4655960445,2.4743110109,-0.0542642365,-0.0614520442,-0.0085260855,0.0071878077,0.0232605747,0.0197547041,0.1475873894,0.0032710264,0.5468126685,1.0343653270,-0.0019654544,-0.0014529154,-0.0004901008,-0.0000163310,0.0000000000,0.0630753148,-0.3051122364,0.175,0,0.0022300389
69.583572,2.4633315724,2.4712430493,-0.0543625843,-0.0625162931,-0.0077193249,0.0081537089,0.0229389361,0.0221834414,0.0582896934,0.0032988080,0.5468014070,1.0342840930,-0.0019496163,-0.0016298692,-0.0005559608,-0.0000163605,0.0000000000,0.0630753148,-0.3422725381,0.213,0,0.0022951404
69.625122,2.4610709456,2.4681750877,-0.0544513178,-0.0634725745,-0.0069090509,0.0090212567,0.0226510590,0.0245698135,0.0572729314,0.0034076436,0.5467902158,1.0342035743,-0.0019324495,-0.0018048938,-0.0006151145,-0.0000163871,0.0000000000,0.0630753148,-0.3790277009,0.249,0,0.0024155765
69.666793,2.4588001891,2.4651071261,-0.0545309928,-0.0643318416,-0.0061092048,0.0098008488,0.0223965088,0.0268904833,0.0556960741,0.0035995432,0.5467791031,1.0341238171,-0.0019141721,-0.0019766276,-0.0006682710,-0.0000164111,0.0000000000,0.0630753148,-0.4150918053,0.285,0,0.0025910825
69.708471,2.4565259814,2.4605051838,-0.0546013314,-0.0651039364,-0.0037790969,0.0105026050,0.0222390464,0.0329059163,0.1443703921,0.0038829384,0.5467680758,1.0340461633,-0.0018636910,-0.0024202020,-0.0007161203,-0.0000164322,0.0000000000,0.0630753148,-0.5082424159,0.379,0,0.0029489398
69.750119,2.4542506043,2.4574372222,-0.0546622708,-0.0657977026,-0.0029843801,0.0111354318,0.0221146973,0.0352513621,0.0562907004,0.0044349243,0.5467573205,1.0339695180,-0.0018394869,-0.0026021429,-0.0007592696,-0.0000164505,0.0000000000,0.0630753148,-0.5464500008,0.417,0,0.0033642401
69.791768,2.4519728626,2.4543692606,-0.0547138526,-0.0664210865,-0.0021922442,0.0117072339,0.0220233538,0.0375762262,0.0557967385,0.0050773158,0.5467466867,1.0338939458,-0.0018137331,-0.0027858316,-0.0007982579,-0.0000164660,0.0000000000,0.0630753148,-0.5850246318,0.455,0,0.0038376356
69.833549,2.4496859712,2.4528352798,-0.0547561857,-0.0669812284,-0.0029434331,0.0122250427,0.0219007107,0.0361362970,-0.0345583023,0.0058002233,0.5467361841,1.0338179044,-0.0018249940,-0.0026939529,-0.0008335647,-0.0000164787,0.0000000000,0.0630753148,-0.5657301153,0.436,0,0.0042115651
69.875114,2.4474093255,2.4497673183,-0.0547889397,-0.0674845442,-0.0021505702,0.0126956045,0.0218111036,0.0383640980,0.0534672243,0.0063875759,0.5467255985,1.0337429244,-0.0017995213,-0.0028712934,-0.0008656500,-0.0000164885,0.0000000000,0.0630753148,-0.6029716134,0.473,0,0.0046460150
69.916799,2.4451249450,2.4466993567,-0.0548124057,-0.0679367988,-0.0013655990,0.0131243931,0.0217542037,0.0405775302,0.0531223734,0.0070708604,0.5467151433,1.0336690690,-0.0017725278,-0.0030511101,-0.0008948870,-0.0000164956,0.0000000000,0.0630753148,-0.6407331107,0.511,0,0.0051410388
69.958429,2.4428427602,2.4466993567,-0.0548264596,-0.0634774860,-0.0036614901,0.0086510264,0.0216016416,0.0304343010,-0.2434375010,0.0078093666,0.5467048280,1.0335912224,-0.0018683179,-0.0023047917,-0.0005898704,-0.0000164998,0.0000000000,0.0630753148,-0.4840062473,0.354,0,0.0051926004
70.000097,2.4405581314,2.4497673183,-0.0548311355,-0.0546048819,-0.0090413516,-0.0002262536,0.0212249186,0.0082439423,-0.5325686073,0.0078306901,0.5466939370,1.0335085479,-0.0019841898,-0.0006364298,0.0000154271,-0.0000165012,0.0000000000,0.0630753148,-0.1336502682,0.004,0,0.0047656516
70.041803,2.4382713876,2.4513012990,-0.0548264072,-0.0466323993,-0.0128865806,-0.0081940080,0.0206879777,-0.0096169935,-0.4286624593,0.0071505546,0.5466823502,1.0334261071,-0.0019785792,0.0007030886,0.0005587086,-0.0000164998,0.0000000000,0.0630753148,0.1476486035,-0.277,0,0.0043900487
70.083440,2.4359888458,2.4528352798,-0.0548122982,-0.0370358780,-0.0167325995,-0.0177764202,0.0199907861,-0.0293205947,-0.4728864298,0.0065499300,0.5466707753,1.0333481157,-0.0018717934,0.0021677346,0.0012120855,-0.0000164955,0.0000000000,0.0630753148,0.4552242657,-0.585,0,0.0044635931
70.125138,2.4337037394,2.4543692606,-0.0547887693,-0.0308457625,-0.0205707127,-0.0239430068,0.0191336731,-0.0458152546,-0.3958718388,0.0066287049,0.5466598058,1.0332772585,-0.0017005734,0.0033984116,0.0016325543,-0.0000164885,0.0000000000,0.0630753148,0.7136664282,-0.843,0,0.0051971028
70.166912,2.4314156447,2.4543692606,-0.0547557699,-0.0277164745,-0.0228684257,-0.0270392954,0.0181808220,-0.0557150284,-0.2375945697,0.0077064689,0.5466498236,1.0332123331,-0.0015582088,0.0041690633,0.0018436748,-0.0000164786,0.0000000000,0.0630753148,0.8755032901,-1.005,-1,0.0064048461
70.208436,2.4291427988,2.4513012990,-0.0547136218,-0.0249046513,-0.0220819525,-0.0298089705,0.0172607406,-0.0579145335,-0.0527881238,0.0095252845,0.5466406634,1.0331491683,-0.0015159551,0.0043918198,0.0020325251,-0.0000164659,0.0000000000,0.0630753148,0.9222821503,-1.052,0,0.0076445169
70.250140,2.4268620614,2.4513012990,-0.0546619196,-0.0223780862,-0.0243704557,-0.0322838334,0.0162453050,-0.0672593145,-0.2242747436,0.0113534413,0.5466317392,1.0330932079,-0.0013430493,0.0051702634,0.0022012737,-0.0000164504,0.0000000000,0.0630753148,1.0857553103,-1.215,0,0.0094020346
70.291767,2.4245878901,2.4497673183,-0.0546009562,-0.0201078400,-0.0251176241,-0.0344931163,0.0151987373,-0.0727205408,-0.1310694309,0.0139760580,0.5466238227,1.0330423838,-0.0012197780,0.0056955949,0.0023519137,-0.0000164321,0.0000000000,0.0630753148,1.1960749393,-1.326,0,0.0114174106
70.333548,2.4223080846,2.4497673183,-0.0545303787,-0.0180679091,-0.0274036996,-0.0364624696,0.0140569165,-0.0817323877,-0.2162843242,0.0169509329,0.5466166244,1.0330007805,-0.0009984800,0.0065420546,0.0024861941,-0.0000164109,0.0023157006,0.0630753148,1.3738314559,-1.503,0,0.0139998346
70.375117,2.4200429183,2.4482333375,-0.0544508343,-0.0162349283,-0.0281405190,-0.0382159060,0.0128843949,-0.0868909152,-0.1238046607,0.0208060513,0.5466107262,1.0329657540,-0.0008406349,0.0071482302,0.0026057522,-0.0000163870,0.0058755351,0.0630753148,1.5011283383,-1.631,-1,0.0168246737
70.416777,2.4177763288,2.4405634335,-0.0543618000,-0.0218864322,-0.0227198339,-0.0324753678,0.0119377351,-0.0696077454,0.4147960739,0.0253041510,0.5466057563,1.0329147121,-0.0012250076,0.0058819945,0.0022143335,-0.0000163603,0.0000000000,0.0630753148,1.2352188527,-1.365,-2,0.0179679733
70.458475,2.4155115755,2.4313595488,-0.0542633599,-0.0391288098,-0.0157277058,-0.0151345500,0.0112824140,-0.0365797496,0.7926719001,0.0274882037,0.5465985072,1.0328411971,-0.0017643592,0.0031269571,0.0010319495,-0.0000163307,0.0000000000,0.0630753148,0.6566609811,-0.858,-1,0.0171054195
70.500102,2.4132549401,2.4221556641,-0.0541557982,-0.0546219564,-0.0087328362,0.0004661583,0.0109185459,-0.0048740787,0.7609361026,0.0265892735,0.5465880523,1.0327591572,-0.0019689572,0.0004001270,-0.0000317850,-0.0000162984,0.0000000000,0.0630753148,0.0840266620,-0.352,-1,0.0155897311
70.541916,2.4109929189,2.4190877025,-0.0540384316,-0.0661104874,-0.0078915844,0.0120720558,0.0105897299,0.0082664711,0.3153731941,0.0243887606,0.5465763655,1.0326774965,-0.0019598571,-0.0007125659,-0.0008231333,-0.0000162632,0.0000000000,0.0630753148,-0.1496388343,0.020,0,0.0142349553
70.583461,2.4087504566,2.4190877025,-0.0539125826,-0.0642692962,-0.0101397058,0.0103567136,0.0101672421,0.0006138635,-0.1836625833,0.0222458811,0.5465647122,1.0325954940,-0.0019680588,-0.0000672123,-0.0007061727,-0.0000162254,0.0000000000,0.0630753148,-0.0141145917,-0.116,0,0.0129626647
70.625124,2.4065070629,2.4190877025,-0.0537771528,-0.0577492066,-0.0124031399,0.0039720538,0.0096504446,-0.0118775229,-0.2997932719,0.0202116000,0.5465529896,1.0325144656,-0.0019446829,0.0009571251,-0.0002708346,-0.0000161847,0.0000000000,0.0630753148,0.2009962636,-0.331,0,0.0118838041
70.666792,2.4042692574,2.4175537217,-0.0536324935,-0.0518905769,-0.0131249718,-0.0017419166,0.0091035708,-0.0200781205,-0.1968143441,0.0185278461,0.5465413859,1.0324351399,-0.0019038169,0.0016106591,0.0001187726,-0.0000161413,0.0000000000,0.0630753148,0.3382384080,-0.468,0,0.0110498039
70.708452,2.4020381108,2.4175537217,-0.0534786753,-0.0466263025,-0.0153722989,-0.0068523728,0.0084630583,-0.0314316114,-0.2724837805,0.0171930396,0.5465300066,1.0323594636,-0.0018162311,0.0025076225,0.0004672292,-0.0000160951,0.0000000000,0.0630753148,0.5266007272,-0.656,0,0.0106204673
70.750119,2.3998131801,2.4190877025,-0.0533156679,-0.0418960862,-0.0191457493,-0.0114195817,0.0076653188,-0.0460894852,-0.3517889708,0.0164594451,0.5465191327,1.0322907658,-0.0016487475,0.0036660344,0.0007786444,-0.0000160461,0.0000000000,0.0630753148,0.7698672327,-0.900,-1,0.0108670370
70.791847,2.3975920078,2.4175537217,-0.0531432676,-0.0376457481,-0.0198460048,-0.0154975196,0.0068384019,-0.0529979599,-0.1658033923,0.0168469475,0.5465092464,1.0322263624,-0.0015456817,0.0042291500,0.0010566986,-0.0000159943,0.0000000000,0.0630753148,0.8881214957,-1.018,-1,0.0114774736
70.833470,2.3953837594,2.4175537217,-0.0529622013,-0.0338266048,-0.0220659918,-0.0191355966,0.0059189856,-0.0632076805,-0.2450332964,0.0177635304,0.5464999650,1.0321694317,-0.0013663370,0.0050785800,0.0013047610,-0.0000159400,0.0000000000,0.0630753148,1.0665018018,-1.196,-1,0.0126977654
70.875253,2.3931747780,2.4190877025,-0.0527713297,-0.0303949117,-0.0258195018,-0.0223764179,0.0048431730,-0.0768841832,-0.3282360634,0.0195794641,0.5464917499,1.0321247881,-0.0010714454,0.0062571655,0.0015257364,-0.0000158826,0.0000000000,0.0630753148,1.3140047491,-1.444,-1,0.0148739484
70.916798,2.3909865062,2.4190877025,-0.0525725329,-0.0273113623,-0.0280172513,-0.0252611705,0.0036757875,-0.0866376587,-0.2340834124,0.0229015131,0.5464853009,1.0320911569,-0.0008071492,0.0072191277,0.0017224333,-0.0000158229,0.0051699533,0.0630753148,1.5160168217,-1.646,-1,0.0177428855
70.958463,2.3888003986,2.4190877025,-0.0523641679,-0.0245406376,-0.0302118750,-0.0278235304,0.0024169594,-0.0961903508,-0.2292646094,0.0272814299,0.5464804387,1.0320703596,-0.0004991347,0.0082827990,0.0018971479,-0.0000157603,0.0240381043,0.0630753148,1.7393877884,-1.869,-1,0.0213252002
71.000241,2.3866172207,2.4175537217,-0.0521462252,-0.0220510015,-0.0308687244,-0.0300952237,0.0011307626,-0.1018375502,-0.1355327873,0.0328186510,0.5464774301,1.0320592948,-0.0002655551,0.0090958838,0.0020520433,-0.0000156949,0.0321605872,0.0630753148,1.9101355943,-2.040,-2,0.0252170765
71.041799,2.3844547812,2.4175537217,-0.0519205203,-0.0198139379,-0.0330380397,-0.0321065825,-0.0002458224,-0.1109452811,-0.2185855419,0.0387612436,0.5464758290,1.0320644154,0.0001228939,0.0103444490,0.0021891879,-0.0000156271,0.0663471170,0.0630753148,2.1723342905,-2.302,-2,0.0298362366
71.083554,2.3822917237,2.4175537217,-0.0516848325,-0.0178038232,-0.0352072756,-0.0338810093,-0.0017127922,-0.1199434340,-0.2159556689,0.0458090830,0.5464765700,1.0320883394,0.0005741764,0.0117454537,0.0023101772,-0.0000155563,0.1107004956,0.0630753148,2.4665452807,-2.596,-1,0.0351934611
71.125139,2.3801474705,2.4160197409,-0.0514412687,-0.0159976338,-0.0358230996,-0.0354436349,-0.0032054214,-0.1250753958,-0.1231670821,0.0540951900,0.5464800312,1.0321268333,0.0009238524,0.0128504476,0.0024167248,-0.0000154831,0.1249404078,0.0630753148,2.6985940017,-2.828,-2,0.0407829554
71.166806,2.3780092969,2.4114177986,-0.0511884150,-0.0192403679,-0.0333493639,-0.0319480471,-0.0045949782,-0.1176635183,0.1778850597,0.0631290039,0.5464855965,1.0321567141,0.0007171407,0.0125421613,0.0021783781,-0.0000154072,0.0721222421,0.0630753148,2.6338538745,-2.764,-2,0.0449226088
71.208537,2.3758786070,2.4006799330,-0.0509263848,-0.0343183443,-0.0246958441,-0.0166080405,-0.0056239717,-0.0832164893,0.8267286956,0.0708642105,0.5464899134,1.0321331898,-0.0005645848,0.0091066302,0.0011324195,-0.0000153285,0.0000000000,0.0630753148,1.9123923479,-2.257,-1,0.0448753264
71.250239,2.3737604802,2.3853401252,-0.0506557899,-0.0600308832,-0.0113951322,0.0093750933,-0.0060987689,-0.0263034972,1.3659118102,0.0727300180,0.5464865150,1.0320576522,-0.0018129024,0.0028948707,-0.0006392409,-0.0000152472,0.0000000000,0.0630753148,0.6079228517,-1.750,-1,0.0412711481
71.291767,2.3716625709,2.3715342981,-0.0503776820,-0.0880005837,0.0003987541,0.0376229017,-0.0060821541,0.0299876862,1.3509884024,0.0685038346,0.5464755912,1.0319837932,-0.0017726156,-0.0032635630,-0.0025653182,-0.0000151636,0.0000000000,0.0630753148,-0.6853482221,-1.244,-1,0.0381240536
71.333512,2.3695655641,2.3592624518,-0.0500894852,-0.1106999282,0.0106433630,0.0606104430,-0.0056386807,0.0779401712,1.1508596395,0.0645130168,0.5464648933,1.0319517551,-0.0007689146,-0.0082877620,-0.0041327240,-0.0000150770,0.0000000000,0.0630753148,-1.7404300295,-0.737,-1,0.0384510358
