t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,u_aux,u_fric,tail_activation,max_control_eff,current_from_u_raw,goal_current_raw,present_current_raw,psi_hat_norm
3.708430,2.5396782668,2.5218644153,0.0133767561,0.0591159193,0.0176321511,-0.0457391632,0.0716297157,0.0972285824,0.2755401358,0.1459460360,0.5007033460,0.8943963572,0.0026059797,-0.0134161264,0.0031187256,0.0000040300,0.0000000000,0.0630753148,-2.8173865412,2.688,2,0.1011975117
3.750180,2.5413502703,2.5218644153,0.0131131910,0.0531186373,0.0193225879,-0.0400054463,0.0724348235,0.1081145354,0.2612628717,0.1396922046,0.5007572088,0.8945275694,0.0031490917,-0.0145817880,0.0027277720,0.0000039506,0.0000000000,0.0630753148,-3.0621754850,2.933,3,0.0980127557
3.791883,2.5430151938,2.5218644153,0.0128384489,0.0477297767,0.0210040748,-0.0348913278,0.0733099933,0.1184584916,0.2482549480,0.1355275428,0.5008222651,0.8946826553,0.0037220622,-0.0157323753,0.0023790658,0.0000038678,0.0000000000,0.0630753148,-3.3037988190,3.174,4,0.0963000028
3.833442,2.5446686455,2.5218644153,0.0125532269,0.0428876134,0.0226724096,-0.0303343866,0.0742546770,0.1283121154,0.2364869718,0.1333564376,0.5008991129,0.8948631257,0.0043312888,-0.0169045101,0.0020683506,0.0000037819,0.0000000000,0.0630753148,-3.5499471311,3.420,1,0.0959740519
3.875117,2.5463202274,2.5203304345,0.0122557668,0.0385366854,0.0258713454,-0.0262809186,0.0753326497,0.1414867548,0.3161913467,0.1333340272,0.5009884774,0.8950825401,0.0052659458,-0.0186424219,0.0017919649,0.0000036923,0.0000000000,0.0630753148,-3.9149085892,3.785,4,0.0974979183
3.916867,2.5479676280,2.5218644153,0.0119462818,0.0346271569,0.0259967817,-0.0226808751,0.0764158490,0.1469133211,0.1302375915,0.1353340116,0.5010970365,0.8953209067,0.0057207978,-0.0195090958,0.0015464958,0.0000035991,0.0000000000,0.0630753148,-4.0969101275,3.967,3,0.0996660178
3.958449,2.5496005719,2.5218644153,0.0116266281,0.0311142482,0.0276405229,-0.0194876201,0.0775675374,0.1556369354,0.2093667420,0.1384731433,0.5012148609,0.8955915901,0.0064964017,-0.0209132123,0.0013287637,0.0000035028,0.0032865342,0.0630753148,-4.3917745806,4.262,3,0.1029826898
4.000107,2.5512280564,2.5218644153,0.0112949679,0.0279577225,0.0292777094,-0.0166627546,0.0787874420,0.1640728475,0.2024618911,0.1431950089,0.5013485186,0.8958977085,0.0073468423,-0.0224295786,0.0011361502,0.0000034029,0.0144054655,0.0630753148,-4.7102115128,4.581,2,0.1073750064
4.041768,2.5528465016,2.5218644153,0.0109518717,0.0251214248,0.0309048723,-0.0141695531,0.0800751450,0.1722489527,0.1962265233,0.1494020085,0.5014994926,0.8962427695,0.0082814642,-0.0240764892,0.0009661512,0.0000032995,0.0326389498,0.0630753148,-5.0560627243,4.926,5,0.1127737463
4.083446,2.5544557715,2.5218644153,0.0105972353,0.0225728681,0.0325219755,-0.0119756329,0.0814302273,0.1801969561,0.1907520834,0.1570002525,0.5016694423,0.8966306893,0.0093100742,-0.0258693739,0.0008165587,0.0000031927,0.0572374457,0.0630753148,-5.4325685267,5.303,6,0.1191149163
4.125202,2.5560574757,2.5218644153,0.0102305320,0.0202828614,0.0341307184,-0.0100523294,0.0828523406,0.1879490683,0.1860506921,0.1659019274,0.5018602091,0.8970658059,0.0104427979,-0.0278212184,0.0006854182,0.0000030822,0.0875100836,0.0630753148,-5.8424558671,5.713,5,0.1263405858
4.166816,2.5576425994,2.5218644153,0.0098537301,0.0182251747,0.0357221666,-0.0083714446,0.0843407642,0.1955112442,0.1814922212,0.1760263878,0.5020738177,0.8975527660,0.0116870444,-0.0299394596,0.0005708071,0.0000029687,0.1225599093,0.0630753148,-6.2872865153,6.158,5,0.1343942666
4.208471,2.5592174791,2.5218644153,0.0094652437,0.0163762393,0.0373027293,-0.0069109957,0.0858950446,0.2029200531,0.1778114140,0.1872946071,0.5023124153,0.8980966645,0.0130535637,-0.0322339527,0.0004712264,0.0000028516,0.1618160349,0.0630753148,-6.7691300641,6.639,4,0.1432274133
4.250160,2.5607810513,2.5218644153,0.0090651649,0.0147148776,0.0388714079,-0.0056497128,0.0875146866,0.2101936943,0.1745673890,0.1996377876,0.5025783331,0.8987029762,0.0145514808,-0.0347114053,0.0003852258,0.0000027311,0.2045940948,0.0630753148,-7.2893951189,7.146,6,0.1527959709
4.291776,2.5623287598,2.5233983961,0.0086545458,0.0132220603,0.0388897240,-0.0045675144,0.0891350917,0.2136059748,0.0818947310,0.2126010398,0.5028740448,0.8993537785,0.0156192537,-0.0367045687,0.0003114360,0.0000026074,0.2051138215,0.0630753148,-7.7079594360,7.578,7,0.1622008285
4.333435,2.5638642022,2.5264663576,0.0082323109,0.0167463750,0.0373463723,-0.0085140640,0.0906911906,0.2081885516,-0.1300181553,0.2245901400,0.5031906085,0.8999936399,0.0153566740,-0.0370199163,0.0005805316,0.0000024802,0.1629573632,0.0630753148,-7.7741824283,7.645,9,0.1695032723
4.375135,2.5653866097,2.5310683000,0.0077984865,0.0223459928,0.0342496264,-0.0145475063,0.0921182583,0.1968116030,-0.2730467666,0.2329925323,0.5035009934,0.9005790397,0.0140495967,-0.0358513475,0.0009919220,0.0000023495,0.0899607488,0.0630753148,-7.5287829851,7.399,7,0.1736932162
4.416772,2.5668915228,2.5387382040,0.0073542137,0.0322432186,0.0280542151,-0.0248890049,0.0932871840,0.1734005186,-0.5618660265,0.2358217395,0.5037842140,0.9010369985,0.0109910114,-0.0319210784,0.0016970572,0.0000022157,0.0053769422,0.0630753148,-6.7034264725,6.892,6,0.1729963991
4.458434,2.5683814701,2.5464081079,0.0068986224,0.0460020619,0.0218319689,-0.0391034395,0.0941968493,0.1456868996,-0.6651268568,0.2316859043,0.5040052798,0.9013566119,0.0076707202,-0.0265348546,0.0026662687,0.0000020784,0.0000000000,0.0630753148,-5.5723194698,6.386,8,0.1678581364
4.500117,2.5698556334,2.5525440310,0.0064317889,0.0559322339,0.0171396873,-0.0495004450,0.0949110030,0.1251497134,-0.4928924679,0.2223814205,0.5041593040,0.9015863940,0.0055147698,-0.0222140342,0.0033751887,0.0000019378,0.0000000000,0.0630753148,-4.6649471776,5.879,5,0.1603909147
4.541859,2.5713146756,2.5540780118,0.0059533040,0.0599893082,0.0170522788,-0.0540360041,0.0956215146,0.1214090977,-0.0897747771,0.2118256853,0.5042699059,0.9017961623,0.0050344399,-0.0209086371,0.0036844458,0.0000017936,0.0000000000,0.0630753148,-4.3908137846,5.373,4,0.1531251968
4.583457,2.5727508350,2.5556119926,0.0054656100,0.0563362645,0.0169656855,-0.0508706545,0.0963284182,0.1253662361,0.0949713233,0.2020611109,0.5043707781,0.9020134332,0.0052145006,-0.0209772213,0.0034686164,0.0000016467,0.0000000000,0.0630753148,-4.4052164741,4.866,4,0.1469711936
4.625135,2.5741712483,2.5540780118,0.0049661654,0.0506209772,0.0199376463,-0.0456548118,0.0971591534,0.1388151241,0.3227733115,0.1946674926,0.5044751610,0.9022738843,0.0062508281,-0.0227149589,0.0031129741,0.0000014962,0.0000000000,0.0630753148,-4.7701413655,4.640,5,0.1431051366
4.666768,2.5755709910,2.5540780118,0.0044565190,0.0454855030,0.0213531736,-0.0410289840,0.0980488690,0.1480594481,0.2218637750,0.1898265970,0.5046001584,0.9025657581,0.0070049709,-0.0238722396,0.0027975619,0.0000013427,0.0000000000,0.0630753148,-5.0131703156,4.884,5,0.1408762908
4.708429,2.5769518816,2.5540780118,0.0039358547,0.0408710203,0.0227482474,-0.0369351655,0.0989967126,0.1568051942,0.2098979073,0.1871058171,0.5047400674,0.9028903443,0.0077900696,-0.0250742606,0.0025184249,0.0000011858,0.0000000000,0.0630753148,-5.2655947312,5.136,4,0.1401464613
4.750142,2.5783140057,2.5556119926,0.0034039185,0.0367246746,0.0225891350,-0.0333207561,0.0999379266,0.1613697387,0.1095490674,0.1859725947,0.5048954470,0.9032328733,0.0082206938,-0.0257199732,0.0022719763,0.0000010255,0.0000000000,0.0630753148,-5.4011943723,5.272,4,0.1401715451
4.791783,2.5796526372,2.5540780118,0.0028623973,0.0329989738,0.0254731987,-0.0301365765,0.1009993099,0.1729036070,0.2768128393,0.1865409081,0.5050591756,0.9036268243,0.0094548252,-0.0276171052,0.0020548630,0.0000008624,0.0000000000,0.0630753148,-5.7995920989,5.670,4,0.1420944538
4.833478,2.5809712575,2.5540780118,0.0023097181,0.0296512435,0.0268021087,-0.0273415254,0.1021160644,0.1804317452,0.1806753175,0.1892422586,0.5052471787,0.9040594914,0.0103840096,-0.0290756085,0.0018642824,0.0000006959,0.0006041661,0.0630753148,-6.1058777850,5.976,4,0.1451433105
4.875104,2.5822653076,2.5540780118,0.0017476209,0.0266431389,0.0281054047,-0.0248955180,0.1032871229,0.1876266147,0.1726768675,0.1934223471,0.5054532811,0.9045334838,0.0113758183,-0.0306355258,0.0016975013,0.0000005265,0.0056700901,0.0630753148,-6.4334604161,6.304,5,0.1492114111
4.916787,2.5835380871,2.5540780118,0.0011744953,0.0239402051,0.0293864919,-0.0227657098,0.1045115601,0.1945278447,0.1656295189,0.1989428131,0.5056786156,0.9050516902,0.0124369534,-0.0323058116,0.0015522803,0.0000003539,0.0154080372,0.0630753148,-6.7842204257,6.655,5,0.1542018147
4.958523,2.5847887796,2.5540780118,0.0005904348,0.0215114826,0.0306446495,-0.0209210478,0.1057884205,0.2011634267,0.1592539696,0.2056767334,0.5059244257,0.9056172070,0.0135724037,-0.0340925596,0.0014265020,0.0000001779,0.0292676941,0.0630753148,-7.1594375061,7.030,5,0.1600255602
5.000142,2.5860116628,2.5540780118,-0.0000020357,0.0193291529,0.0318742403,-0.0193311886,0.1071165138,0.2075486325,0.1532449393,0.2135066051,0.5061920285,0.9062332476,0.0147849749,-0.0359977075,0.0013180974,-0.0000000006,0.0466484272,0.0630753148,-7.5595185706,7.430,6,0.1665993484
5.041796,2.5872107034,2.5540780118,-0.0006049755,0.0173682195,0.0330793081,-0.0179731950,0.1084948183,0.2137145641,0.1479823578,0.2223218097,0.5064827668,0.9069032111,0.0160791238,-0.0380239124,0.0012255026,-0.0000001823,0.0671007072,0.0630753148,-7.9850216083,7.855,5,0.1738489227
5.083440,2.5883839038,2.5540780118,-0.0012176078,0.0156062219,0.0342579242,-0.0168238296,0.1099222318,0.2196783216,0.1431301785,0.2320230208,0.5067980377,0.9076305942,0.0174571950,-0.0401707333,0.0011471331,-0.0000003668,0.0901328155,0.0630753148,-8.4358539833,8.306,9,0.1817061841
5.125203,2.5895342293,2.5556119926,-0.0018417867,0.0140229780,0.0338791352,-0.0158647648,0.1113338625,0.2217294223,0.0492264190,0.2420666474,0.5071392458,0.9083921980,0.0182784911,-0.0417179403,0.0010817392,-0.0000005549,0.0824186604,0.0630753148,-8.7607674662,8.631,7,0.1892564695
5.166905,2.5906560254,2.5556119926,-0.0024747160,0.0126003536,0.0350053040,-0.0150750695,0.1127924168,0.2272528483,0.1325622224,0.2521228194,0.5074952947,0.9092138577,0.0197198316,-0.0439294302,0.0010278939,-0.0000007456,0.1061811634,0.0630753148,-9.2251803495,9.096,9,0.1973317945
5.208468,2.5917468276,2.5556119926,-0.0031150549,0.0113220537,0.0361000351,-0.0144371086,0.1142965849,0.2326142164,0.1286728355,0.2628604260,0.5078780259,0.9100989525,0.0212422764,-0.0462507319,0.0009843945,-0.0000009385,0.1315634857,0.0630753148,-9.7126536993,9.583,9,0.2058764519
5.250161,2.5928130256,2.5556119926,-0.0037667817,0.0101734367,0.0371697636,-0.0139402184,0.1158453251,0.2378380084,0.1253710075,0.2742042085,0.5082886823,0.9110509835,0.0228487429,-0.0486811503,0.0009505140,-0.0000011349,0.1583569840,0.0630753148,-10.2230415576,10.090,8,0.2148427138
5.291809,2.5938495178,2.5556119926,-0.0044271013,0.0091413463,0.0382094281,-0.0135684476,0.1174373846,0.2429263830,0.1221209901,0.2860892387,0.5087285101,0.9120734102,0.0245382402,-0.0512163302,0.0009251648,-0.0000013338,0.1861139974,0.0630753148,-10.7554293521,10.596,9,0.2241854215
5.333470,2.5948571886,2.5556119926,-0.0050967989,0.0082139611,0.0392199493,-0.0133107600,0.1190715492,0.2478908508,0.1191472276,0.2984540110,0.5091986771,0.9131697116,0.0263112338,-0.0538533538,0.0009075944,-0.0000015356,0.2145589103,0.0630753148,-11.3092043018,11.103,11,0.2338641133
5.375109,2.5958346014,2.5602139350,-0.0057751725,0.0098135019,0.0355905034,-0.0155886744,0.1205544868,0.2390826792,-0.2113961185,0.3093382707,0.5097002953,0.9142154115,0.0250967975,-0.0533785965,0.0010629140,-0.0000017400,0.1194818094,0.0630753148,-11.2095052648,11.080,10,0.2404253040
5.416784,2.5967825128,2.5709518005,-0.0064630334,0.0234149861,0.0257587432,-0.0298780195,0.1216277678,0.2029495412,-0.8671953125,0.3125731697,0.5101763213,0.9149744696,0.0182173959,-0.0457969955,0.0020372333,-0.0000019472,0.0000000000,0.0630753148,-9.6173690514,10.573,12,0.2383861788
5.458466,2.5976996643,2.5862916084,-0.0071597994,0.0478008224,0.0112611339,-0.0549606218,0.1220969817,0.1440856116,-1.4127343091,0.3016488552,0.5105203648,0.9153476156,0.0089555019,-0.0317330568,0.0037474909,-0.0000021571,0.0000000000,0.0630753148,-6.6639419242,10.067,12,0.2266196928
5.500104,2.5985843881,2.6031653970,-0.0078644550,0.0794441000,-0.0048251907,-0.0873085550,0.1218959321,0.0732360654,-1.7003891095,0.2774009076,0.5106890306,0.9154385989,0.0021836012,-0.0152290364,0.0059531353,-0.0000023694,0.0000000000,0.0630753148,-3.1980976366,9.560,9,0.2087466054
5.541911,2.5994405173,2.6215731665,-0.0085805141,0.1127428685,-0.0224791791,-0.1213233827,0.1209592996,-0.0040428197,-1.8546932434,0.2458883717,0.5107301098,0.9154388547,0.0000061391,0.0007729670,0.0082724368,-0.0000025851,0.0000000000,0.0630753148,0.1623230763,9.053,11,0.1900931270
5.583442,2.6002584969,2.6353789936,-0.0093001698,0.1402306496,-0.0355515139,-0.1495308193,0.1194779865,-0.0653978186,-1.4725199725,0.2169398135,0.5107302252,0.9155006306,0.0014826202,0.0127848308,0.0101957614,-0.0000028019,0.1185762386,0.0630753148,2.6848144738,8.547,8,0.1748733635
5.625100,2.6010459052,2.6476508399,-0.0100302273,0.1576312785,-0.0470894349,-0.1676615058,0.1175159267,-0.1137089906,-1.1594681280,0.1943654738,0.5107581067,0.9156752280,0.0041903380,0.0241788467,0.0114320025,-0.0000030219,0.4688335000,0.0630753148,5.0775578007,8.040,8,0.1644626268
5.666768,2.6017997940,2.6522527823,-0.0107684970,0.1635352491,-0.0509556352,-0.1743037460,0.1153927753,-0.1325325501,-0.4517654288,0.1810966138,0.5108368630,0.9159027052,0.0054594541,0.0281838538,0.0118849038,-0.0000032443,0.6011018992,0.0630753148,5.9186093025,7.533,8,0.1567892184
5.708448,2.6025196707,2.6522527823,-0.0115149009,0.1518103620,-0.0501997205,-0.1633252629,0.1133011202,-0.1227097147,0.2357480494,0.1736851110,0.5109393715,0.9160930625,0.0045685740,0.0254279425,0.0111363357,-0.0000034691,0.5754818030,0.0630753148,5.3398679298,7.027,6,0.1488343188
5.750123,2.6032047040,2.6522527823,-0.0122689831,0.1364092726,-0.0494673500,-0.1486782558,0.1112399807,-0.1092312313,0.3234836029,0.1660769323,0.5110250652,0.9162401162,0.0035292888,0.0220882725,0.0101376293,-0.0000036963,0.5504856252,0.0630753148,4.6385372337,6.520,7,0.1403669099
5.791776,2.6038540861,2.6522527823,-0.0130302239,0.1225706166,-0.0487754329,-0.1356008404,0.1092076710,-0.0973777669,0.2844831449,0.1576211189,0.5110912102,0.9163536450,0.0027246911,0.0191671634,0.0092459455,-0.0000039256,0.5267644950,0.0630753148,4.0251043174,6.013,7,0.1316877125
5.833465,2.6044682420,2.6522527823,-0.0137995877,0.1101358856,-0.0481230573,-0.1239354733,0.1072025436,-0.0869919360,0.2492599429,0.1486937232,0.5111422431,0.9164414334,0.0021069222,0.0166375965,0.0084505423,-0.0000041573,0.5043487984,0.0630753148,3.4938952604,5.507,5,0.1230201670
5.875137,2.6050458086,2.6522527823,-0.0145758737,0.0989626521,-0.0475111483,-0.1135385258,0.1052229124,-0.0779346875,0.2173739629,0.1395821933,0.5111816858,0.9165095872,0.0016356913,0.0144659273,0.0077416262,-0.0000043912,0.4833157183,0.0630753148,3.0378447304,5.000,5,0.1145267190
5.916764,2.6055860246,2.6522527823,-0.0153584358,0.0889229380,-0.0469400739,-0.1042813738,0.1032670760,-0.0700806725,0.1884963601,0.1305023696,0.5112122952,0.9165628385,0.0012780299,0.0126152941,0.0071104272,-0.0000046269,0.4637092640,0.0630753148,2.6492117531,4.493,3,0.1063219772
5.958517,2.6060904728,2.6522527823,-0.0161502871,0.0799017480,-0.0464078979,-0.0960520351,0.1013334136,-0.0633155958,0.1623618407,0.1216125962,0.5112362043,0.9166048200,0.0010075580,0.0110481763,0.0065493096,-0.0000048654,0.4454825430,0.0630753148,2.3201170227,3.987,2,0.0984833773
6.000213,2.6065505066,2.6522527823,-0.0169472357,0.0717957535,-0.0459229492,-0.0887429893,0.0994199573,-0.0575545015,0.1382662631,0.1130253255,0.5112550491,0.9166383242,0.0008040986,0.0097331073,0.0060509422,-0.0000051054,0.4289293671,0.0630753148,2.0439525245,3.480,5,0.0910607537
6.041923,2.6058293919,2.6522527823,-0.0176290801,0.0645121084,-0.0466216768,-0.0821411885,0.0974773875,-0.0553539142,0.0528140964,0.1047669759,0.5112700858,0.9166682609,0.0007184809,0.0091668848,0.0056007983,-0.0000053108,0.4527977581,0.0630753148,1.9250458185,2.973,3,0.0842012464
6.083464,2.6050830231,2.6522527823,-0.0183051269,0.0579673855,-0.0473479294,-0.0762725124,0.0955045571,-0.0539945467,0.0326248197,0.0970870469,0.5112835193,0.9166958123,0.0006612355,0.0087402280,0.0052006425,-0.0000055144,0.4777084850,0.0630753148,1.8354478864,2.467,1,0.0778954677
6.125098,2.6043068439,2.6522527823,-0.0189795819,0.0520866217,-0.0481060334,-0.0710662036,0.0935001390,-0.0534177925,0.0138421010,0.0899886521,0.5112958807,0.9167219344,0.0006269297,0.0084360903,0.0048456503,-0.0000057175,0.5037635789,0.0630753148,1.7715789654,1.960,1,0.0721297246
6.166785,2.6035016307,2.6522527823,-0.0196516248,0.0468024586,-0.0488950050,-0.0664540834,0.0914628472,-0.0535549508,-0.0032917998,0.0834678943,0.5113075992,0.9167474115,0.0006114509,0.0082372724,0.0045311728,-0.0000059199,0.5308689963,0.0630753148,1.7298272044,1.453,2,0.0668875801
6.208468,2.6026685451,2.6522527823,-0.0203202399,0.0420543714,-0.0497134967,-0.0623746112,0.0893914515,-0.0543430150,-0.0189135405,0.0775155943,0.5113190270,0.9167729116,0.0006120003,0.0081292717,0.0042530139,-0.0000061213,0.5589022720,0.0630753148,1.7071470621,0.947,1,0.0621516198
6.250249,2.6018056010,2.6522527823,-0.0209869333,0.0377879753,-0.0505633275,-0.0587749086,0.0872846461,-0.0557352710,-0.0334141447,0.0721194894,0.5113304636,0.9167990365,0.0006269981,0.0081017047,0.0040075681,-0.0000063220,0.5878320209,0.0630753148,1.7013579846,0.440,1,0.0579052228
6.291818,2.6009194735,2.6507188015,-0.0216466504,0.0339544031,-0.0499036913,-0.0556010535,0.0852053257,-0.0539283969,0.0433649780,0.0674286738,0.5113421790,0.9168229265,0.0005733617,0.0075735262,0.0037911587,-0.0000065207,0.5653955318,0.0630753148,1.5904405053,-0.067,0,0.0539592091
6.333465,2.6000042494,2.6491848207,-0.0223039100,0.0280769018,-0.0492668693,-0.0503808118,0.0831525395,-0.0500918956,0.0920760309,0.0630989596,0.5113528909,0.9168430857,0.0004838207,0.0067997219,0.0034352165,-0.0000067186,0.5436208547,0.0630753148,1.4279416093,-0.573,0,0.0502015963
6.375106,2.5990618900,2.6445828783,-0.0229572435,0.0203628269,-0.0455835762,-0.0433200704,0.0812532238,-0.0369605212,0.3151529872,0.0592682660,0.5113619289,0.9168538429,0.0002581730,0.0047978665,0.0029537797,-0.0000069153,0.4173861675,0.0630753148,1.0075519731,-1.080,0,0.0462998322
6.416805,2.5980910254,2.6384469552,-0.0236075581,0.0061328117,-0.0403747797,-0.0297403697,0.0795709413,-0.0133796375,0.5659412074,0.0554276958,0.5113667514,0.9168552240,0.0000331441,0.0017638596,0.0020278476,-0.0000071111,0.2486424165,0.0630753148,0.3704105081,-0.573,0,0.0422388079
6.458436,2.5970947624,2.6323110320,-0.0242527800,-0.0090864185,-0.0351883413,-0.0151663615,0.0781047604,0.0114473782,0.5958483774,0.0512720570,0.5113673705,0.9168562122,0.0000237176,-0.0009527631,0.0010341186,-0.0000073054,0.1102736011,0.0630753148,-0.2000802448,-0.067,0,0.0385207429
6.500119,2.5960704482,2.6277090896,-0.0248946399,-0.0203288218,-0.0315761582,-0.0045658180,0.0767890871,0.0287731940,0.4158195785,0.0472294715,0.5113678135,0.9168623162,0.0001464958,-0.0025979692,0.0003113204,-0.0000074987,0.0421013785,0.0630753148,-0.5455735383,0.416,0,0.0354460153
6.541763,2.5950204676,2.6261751089,-0.0255316340,-0.0255650022,-0.0310760639,0.0000333681,0.0754942511,0.0327333515,0.0950437809,0.0436134456,0.5113705497,0.9168700546,0.0001857219,-0.0029091749,-0.0000022752,-0.0000076904,0.0349481125,0.0630753148,-0.6109267261,0.481,0,0.0327563273
6.583445,2.5939430281,2.6246411281,-0.0261648501,-0.0254042880,-0.0306200166,-0.0007605621,0.0742184171,0.0312225595,-0.0362590078,0.0403789223,0.5113740186,0.9168769638,0.0001658205,-0.0027222464,0.0000518589,-0.0000078811,0.0289573234,0.0630753148,-0.5716717509,0.442,0,0.0302646987
